filename,Ered,Ered_ag,SMILES,MPP_all(Angstrom),MPP_heavy(Angstrom)
280,1.09,-2.76,Cc1c2c(cc3nsnc13)N(C)CN2C(C)C,0.842856,0.452089
281,1.11,-2.74,CCC(C)OC1N(C)c2cc3nsnc3cc2N1C,0.959599,0.664921
282,1.41,-2.44,CNc1c2c(cc3nsnc13)OCCC2,0.541204,0.150784
283,0.93,-2.92,CCCCN1CN(CC)c2cc3nsnc3c(C)c21,0.923482,0.615952
284,0.86,-2.99,CCNc1c2c(cc3nsnc13)N(CC)CN2CC,1.047207,0.668903
285,1.11,-2.74,CCN1c2cc3nsnc3cc2N(C)C1OC,0.805257,0.504997
286,1.23,-2.62,COc1cc(NC(C)C)c2nsnc2c1,0.772152,0.401517
287,1.07,-2.78,Cc1c2c(cc3nsnc13)N(C)CN2CC(C)C,0.731978,0.32143
288,1.23,-2.62,CCCCN1CN(CCOC)c2cc3nsnc3cc21,0.899487,0.556301
289,1.28,-2.57,CNc1cc2c(c3nsnc13)CCC(C)O2,0.56432,0.140656
290,1.21,-2.64,CNc1c2c(cc3nsnc13)N(C(C)C)CN2C,1.022982,0.584482
291,1.3,-2.55,CCCOc1cc(NC)c2nsnc2c1,0.474573,0.019099
292,1.41,-2.44,CNc1c2c(cc3nsnc13)OCC(C)C2,0.560675,0.147469
293,1.49,-2.36,CCNc1c(N(C)C)c(C)cc2nsnc12,1.008059,0.600437
294,1.08,-2.77,CCCCN1CN(CCC)c2cc3nsnc3cc21,0.981832,0.625349
295,0.86,-2.99,CCC(C)N1CN(C)c2cc3nsnc3c(C)c21,0.847578,0.449919
296,1.35,-2.5,CNc1c2c(c(C)c3nsnc13)N(C(C)C)CCN2C,1.011763,0.605851
297,1.17,-2.68,CCN1CN(C(C)C)c2c1c(C)c1nsnc1c2C,0.85576,0.438436
298,1.15,-2.7,Cc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,0.832409,0.441459
299,1.19,-2.66,Cc1c2c(cc3nsnc13)N(C)C(OC(C)C)N2C,0.915304,0.615352
300,1.37,-2.48,CCCCOc1cc(NC)c2nsnc2c1,0.664508,0.331241
301,1.22,-2.63,CCN1CN(C)c2c1c(NC)c1nsnc1c2C,0.832978,0.454358
302,1.53,-2.32,CCNc1c2c(c(OC)c3nsnc13)N(C)CCN2C,0.950536,0.515615
303,1.35,-2.5,CCCOc1cc(NCC)c2nsnc2c1,0.504493,0.028908
304,1.2,-2.65,CCC(C)N1CCN(CC)c2cc3nsnc3c(OC)c21,1.075691,0.629797
305,1.37,-2.48,CCc1c2c(c(C)c3nsnc13)CC(C)O2,0.727937,0.317328
306,1.42,-2.43,COc1cc2nsnc2c2c1C(C)(C)CN2,0.881979,0.447746
307,1.39,-2.46,CNc1c(C)c2c(c3nsnc13)C(C)CO2,0.593543,0.203443
308,1.4,-2.45,CNc1c(C)c2c(c3nsnc13)CCO2,0.503532,0.083329
309,1.38,-2.47,Cc1c2c(c(C)c3nsnc13)OC(C)C2,0.580491,0.139949
310,1.39,-2.46,CNc1cc(OC)cc2nsnc12,0.381247,0.018694
311,1.63,-2.22,CNc1c2c(cc3nsnc13)CCC2C,0.670593,0.283824
312,1.35,-2.5,CC(C)CNc1c2c(cc3nsnc13)C1CCC2C1,0.871975,0.491026
313,1.29,-2.56,CCN1CCN(C)c2c1c(C)c1nsnc1c2NC,1.05088,0.652164
314,1.25,-2.6,CNc1c2c(cc3nsnc13)N(CCOC)CCN2C,0.87026,0.491722
315,1.18,-2.67,CCN1CN(C)c2c1cc1nsnc1c2NC(C)C,0.912081,0.535375
316,1.3,-2.55,CCCN1CCN(CC)c2cc3nsnc3c(OC)c21,0.924257,0.509609
317,1.53,-2.32,CCNc1c2c(c(CC)c3nsnc13)C1CCC2C1,0.978912,0.601982
318,1.11,-2.74,CCNc1c2c(cc3nsnc13)N(C)CN2C(C)C,0.880667,0.492117
319,1.42,-2.43,CNc1cc2c(c3nsnc13)CC(C)CO2,0.85801,0.452252
320,1.44,-2.41,CCNc1c2c(cc3nsnc13)OCC2C,0.772328,0.385494
321,1.27,-2.58,CCCN1CN(C)c2c1cc1nsnc1c2NC,0.770364,0.380339
322,1.33,-2.52,CCCN1CCN(C)c2c1c(C)c1nsnc1c2NC,1.147445,0.78734
323,1.27,-2.58,CNc1c2c(c(C)c3nsnc13)OC(C)C2,0.587986,0.18688
324,1.4,-2.45,CNc1c2c(cc3nsnc13)OCCN2C,0.780892,0.381154
325,1.42,-2.43,CCC1Cc2c(c(C)c3nsnc3c2C)O1,0.83364,0.442442
326,1.31,-2.54,CCNc1c2c(cc3nsnc13)OC(C)C(C)O2,0.825713,0.435775
327,1.37,-2.48,CNc1cc2c(c3nsnc13)CCCO2,0.539213,0.140242
328,1.47,-2.38,CCCCNc1cc(C)cc2nsnc12,1.060006,0.732129
329,1.36,-2.49,CCNc1cc2c(c3nsnc13)C(C)(C)CO2,0.866296,0.435704
330,1.05,-2.8,CCN1CN(C(C)C)c2c1cc1nsnc1c2NC,0.937494,0.531459
331,1.53,-2.32,Cc1c2c(c(OC(C)C)c3nsnc13)OC(C)CO2,1.050731,0.630688
332,1.11,-2.74,CCCCN1CN(CC)c2cc3nsnc3cc21,0.832662,0.438983
333,1.11,-2.74,CCCN1CN(CC)c2cc3nsnc3c(NC)c21,0.988271,0.633152
334,1.11,-2.74,CCN1CN(C)c2c1cc1nsnc1c2C,0.673559,0.285326
335,1.33,-2.52,CCC1Oc2c(cc3nsnc3c2C)OC1C(C)C,1.005079,0.635672
336,1.41,-2.44,CCNc1cc2c(c3nsnc13)CCO2,0.683136,0.315038
337,1.44,-2.41,CNc1c2c(cc3nsnc13)OC(C)C2,0.552833,0.175647
338,1.09,-2.76,CCN1CN(C)c2cc3nsnc3c(NC)c21,0.787453,0.431475
339,1.18,-2.67,CCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,0.907197,0.528513
340,1.09,-2.76,CCCCN1CN(C)c2c1cc1nsnc1c2NC,0.812424,0.416534
341,1.4,-2.45,CCNc1c2c(cc3nsnc13)C1CCC2C1,1.014024,0.639185
342,1.09,-2.76,CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,0.780888,0.405186
343,1.22,-2.63,CCN1c2cc3nsnc3c(NC)c2N(C)C1OC,1.034546,0.62965
344,1.23,-2.62,CCC(C)Nc1cc(OC)cc2nsnc12,0.821327,0.434621
345,1.19,-2.66,CCNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.17154,0.753705
346,1.16,-2.69,COCCN1CN(C)c2c1cc1nsnc1c2C,0.67756,0.339644
347,1.01,-2.84,CCCN1CN(CC)c2cc3nsnc3c(C)c21,0.759927,0.359833
348,1.1,-2.75,CCCN1CN(C)c2cc3nsnc3cc21,0.640234,0.266419
349,1.47,-2.38,CCCc1cc(NCC)c2nsnc2c1,0.956033,0.605538
350,1.31,-2.54,CCNc1c2c(c(CC)c3nsnc13)OC(C)CO2,0.768231,0.389478
351,1.11,-2.74,CCCN1c2c(cc3nsnc3c2C)N(C)C1OC,0.906759,0.587361
352,0.97,-2.88,CNc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,1.102965,0.62587
353,1.42,-2.43,CCC1Oc2cc3nsnc3c(C)c2OC1C(C)C,0.751272,0.331931
354,1.28,-2.57,CCCC1Oc2c(cc3nsnc3c2NC)OC1C,0.896534,0.501801
355,1.37,-2.48,CC(C)CNc1c2c(cc3nsnc13)N(C)CN2C,1.054444,0.694811
356,1.44,-2.41,CNc1c2c(c(C)c3nsnc13)OC(C)C(C)O2,0.881035,0.467724
357,1.29,-2.56,CNc1c2c(c(C)c3nsnc13)CCN2C,0.600709,0.238493
358,1.41,-2.44,Cc1c2c(c(C)c3nsnc13)C(C)(C)CO2,0.896676,0.449776
359,1.42,-2.43,CCC1CNc2c1c(OC)cc1nsnc21,0.59756,0.240815
360,1.05,-2.8,CNc1c2c(cc3nsnc13)N(CCOC)CN2C,1.074261,0.705889
361,1.33,-2.52,CNc1c2c(c(C)c3nsnc13)C1CCC2C1,0.892387,0.519451
362,1.11,-2.74,CCCN1CN(C)c2c1c(C)c1nsnc1c2C,0.826033,0.50627
363,1.37,-2.48,CCNc1cc2c(c3nsnc13)C(CC)CO2,0.804093,0.434815
364,1.38,-2.47,CNc1c2c(c(C)c3nsnc13)N(C)CCN2C,0.915725,0.509888
365,1.35,-2.5,CCCOc1cc2nsnc2c2c1OCCN2,0.665442,0.279119
366,1.45,-2.4,CC1Cc2cc3nsnc3c(N(C)C)c2O1,0.77696,0.35059
367,1.35,-2.5,CCOc1cc2nsnc2c2c1OC(C)CO2,0.564294,0.131569
368,1.32,-2.53,CCNc1c2c(cc3nsnc13)N(C)CC2,0.558425,0.179883
369,1.37,-2.48,CCNc1c2c(c(C)c3nsnc13)OC(CC)CO2,0.738318,0.345456
370,1.44,-2.41,CCC1COc2c1c(C)c1nsnc1c2C,1.038939,0.632178
371,1.4,-2.45,CCNc1c2c(cc3nsnc13)OC(CC)CO2,0.602253,0.193237
372,0.91,-2.94,CCC(C)N1CN(C)c2cc3nsnc3c(NC)c21,1.02821,0.659605
373,1.41,-2.44,CCCNc1cc(CC)cc2nsnc12,0.652818,0.286986
374,1.38,-2.47,CCOc1cc(NC)c2nsnc2c1CC,0.661644,0.302155
375,1.4,-2.45,Cc1c2c(c(C)c3nsnc13)C(C)CO2,0.762886,0.354745
376,1.43,-2.42,CNc1c2c(cc3nsnc13)OCCCC2,0.708148,0.318354
377,1.1,-2.75,CCNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,0.876861,0.478865
378,1.33,-2.52,CCCN(CC(C)C)c1ccc2nsnc2c1,0.954102,0.57563
379,1.39,-2.46,CCc1c2c(c(C)c3nsnc13)OCC2,0.705938,0.311857
380,1.45,-2.4,CCNc1c2c(c(C)c3nsnc13)OC(C)CO2,0.838961,0.443247
381,1.32,-2.53,CNc1c2c(cc3nsnc13)OCC2C,0.822557,0.420888
382,1.12,-2.73,CNc1c2c(c(C)c3nsnc13)N(C)CN2C,0.589518,0.244948
383,1.33,-2.52,CCc1c2c(c(NC)c3nsnc13)N(CC)CN2C,0.892271,0.546416
384,1.44,-2.41,CNc1c2c(cc3nsnc13)C1CCC2C1,0.901498,0.525405
385,1.5,-2.35,CCNc1c2c(cc3nsnc13)OC(C)C(CC)O2,0.717209,0.309809
386,1.34,-2.51,C1COc2c3c(c4nsnc4c2C1)NCCO3,0.611521,0.180753
387,0.86,-2.99,COCCOC1N(C)c2cc3nsnc3cc2N1C,1.059065,0.805881
388,1.35,-2.5,CCC1COc2cc3nsnc3c(NC)c21,1.103683,0.705029
389,1.3,-2.55,CNc1c2c(cc3nsnc13)N(C)CN2CCOC,1.245711,0.910586
390,1.44,-2.41,CCC1Cc2c(cc(NC)c3nsnc23)O1,0.859371,0.497229
391,1.46,-2.39,CCCNc1c2c(cc3nsnc13)OC(C)CO2,0.904907,0.590894
392,1.39,-2.46,CC1Cc2c(cc3nsnc3c2C(C)C)O1,0.923354,0.472301
393,1.4,-2.45,CCc1c2c(c(C)c3nsnc13)CCO2,0.69397,0.299953
394,1.25,-2.6,CCNc1c2c(cc3nsnc13)OC(C)CO2,0.840457,0.444923
395,1.16,-2.69,CCCN1CN(C)c2c1c(C)c1nsnc1c2NC,0.934325,0.599869
396,1.25,-2.6,CCCNc1c2c(cc3nsnc13)N(C)CN2C,0.724449,0.327918
397,1.44,-2.41,CCC1Oc2cc3nsnc3c(NC)c2OC1C,0.764406,0.35808
398,1.39,-2.46,Cc1c2c(c(C)c3nsnc13)OCC2,0.519982,0.064899
399,0.88,-2.97,CCCCN1CN(CCC)c2cc3nsnc3c(C)c21,0.820113,0.435027
400,1.36,-2.49,CCCOc1cc(N(C)C)c2nsnc2c1,0.692529,0.358648
401,1.14,-2.71,CCN1CN(C)c2c1cc1nsnc1c2NC,0.757742,0.42357
402,1.48,-2.37,CCCCc1cc(NCC)c2nsnc2c1,0.796646,0.439085
403,1.37,-2.48,COc1cc2nsnc2c2c1OCCN2,0.500833,0.128305
404,1.52,-2.33,CC(C)Oc1c2c(cc3nsnc13)OCC(C)O2,0.873302,0.488339
405,1.22,-2.63,CCCN1CN(C)c2c1c(NC)c1nsnc1c2C,0.825996,0.435991
406,1.49,-2.36,CNc1c2c(cc3nsnc13)OC(C)C(C)O2,0.892477,0.481747
407,1.19,-2.66,CCNc1c2c(cc3nsnc13)OC(C)C2,0.586109,0.184871
408,1.25,-2.6,CCN1c2cc3nsnc3c(OC)c2N(C)C1OC,0.938043,0.536164
410,1.45,-2.4,CNc1c2c(c(C)c3nsnc13)OC(C(C)C)CO2,0.937574,0.627741
411,1.59,-2.26,Cc1c2c(cc3nsnc13)OC(C)C2C,0.731426,0.374835
412,1.42,-2.43,CCNc1c2c(cc3nsnc13)OC(C(C)C)CO2,0.673529,0.260949
413,1.33,-2.52,CCOc1cc2nsnc2c2c1OCCN2,0.531511,0.12529
414,1.08,-2.77,CCCCN1CN(CC)c2cc3nsnc3c(NC)c21,0.721549,0.381352
415,1.43,-2.42,CCNc1c2c(cc3nsnc13)OCC(C(C)C)O2,0.875114,0.445242
416,1.14,-2.71,CCCCN1CN(CC)c2c1cc1nsnc1c2NC,1.227338,0.860136
417,1.38,-2.47,CCNc1c2c(c(C)c3nsnc13)OCC(C)O2,0.809539,0.424449
418,1.36,-2.49,CCCNc1c2c(cc3nsnc13)OCC(CC)O2,0.935446,0.609447
419,1.59,-2.26,CCC1Oc2c(cc3nsnc3c2C)OC1C,1.136222,0.704026
420,1.44,-2.41,Cc1c2c(cc3nsnc13)OC(C)C2,0.563336,0.149948
421,1.11,-2.74,CCCCNc1c2c(cc3nsnc13)N(C)CN2CC,0.708932,0.322141
422,1.32,-2.53,CNc1cc2c(c3nsnc13)CCCCO2,0.623836,0.285072
423,1.14,-2.71,CCCNc1c2c(cc3nsnc13)N(CCC)CN2C,1.192715,0.763454
424,1.44,-2.41,CCC1Cc2c(cc3nsnc3c2C)O1,0.84791,0.462934
425,1.32,-2.53,CCCNc1c2c(cc3nsnc13)OCC(C)O2,0.819904,0.439507
426,1.39,-2.46,CCNc1c2c(c(C)c3nsnc13)OCC2,0.79526,0.441007
427,1.51,-2.34,CCOc1cc2nsnc2c(NC)c1OC,0.872461,0.484777
428,1.16,-2.69,CCCN1CN(CC)c2c1cc1nsnc1c2NC,1.011891,0.645843
429,1.09,-2.76,CCN1CN(CC(C)C)c2cc3nsnc3c(NC)c21,1.062508,0.665746
430,1.42,-2.43,CNc1c2c(cc3nsnc13)OC(C(C)C)CO2,0.880669,0.448478
431,1.15,-2.7,COc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.016852,0.613692
432,1.24,-2.61,CCC(C)Nc1c2c(cc3nsnc13)N(CC)CN2C,0.996758,0.608891
433,1.58,-2.27,CCCNc1c2c(cc3nsnc13)C1CCC2C1,0.978254,0.607065
434,1.27,-2.58,CNc1c2c(cc3nsnc13)N(C)CN2C,0.595093,0.259043
435,1.43,-2.42,CCCNc1c2c(c(CC)c3nsnc13)OCCO2,0.694162,0.301716
436,1.33,-2.52,CCC1Oc2cc3nsnc3c(C)c2OC1CC,1.024738,0.645025
437,1.02,-2.83,CCCN1CN(CCOC)c2cc3nsnc3cc21,0.730691,0.350483
438,1.44,-2.41,CCc1c2c(c(NC)c3nsnc13)OCC(C)O2,0.843382,0.465288
439,1.44,-2.41,CC1(C)CNc2c1c1c(c3nsnc23)CCO1,0.897624,0.435948
440,1.31,-2.54,CCc1c2c(c(NC)c3nsnc13)OC(C)CO2,0.715343,0.329661
441,1.39,-2.46,CCc1c(OC)cc(NC)c2nsnc12,0.650733,0.307899
442,1.44,-2.41,CNc1c2c(c(C)c3nsnc13)OC(C)CO2,0.805362,0.430707
443,1.33,-2.52,CCCCNc1cc(OC)cc2nsnc12,0.504752,0.038378
444,1.49,-2.36,CCC1Cc2cc3nsnc3c(C)c2O1,0.839433,0.451069
445,1.39,-2.46,CNc1cc2c(c3nsnc13)C(C)(C)CO2,0.879485,0.448193
446,1.02,-2.83,CC(C)Nc1c2c(cc3nsnc13)N(C)CN2C,0.891845,0.516232
447,1.05,-2.8,CCCNc1c2c(cc3nsnc13)N(CC)CN2C,0.800649,0.424145
448,1.36,-2.49,CCC1COc2c(c(OC)cc3nsnc23)O1,0.591759,0.176074
449,1.43,-2.42,CCCC1Oc2cc3nsnc3c(NC)c2OC1C,0.931047,0.515878
450,1.27,-2.58,CCC(C)N1CN(CC)c2cc3nsnc3c(OC)c21,0.966733,0.535223
451,1.4,-2.45,CCCOc1cc(NC)c2nsnc2c1C,0.63591,0.267288
452,1.22,-2.63,CCNc1c2c(c(CC)c3nsnc13)OCCO2,0.695666,0.308662
453,1.45,-2.4,CCCCC1COc2c(cc3nsnc3c2NC)O1,0.661716,0.296715
454,1.4,-2.45,CNc1cc2c(c3nsnc13)C(C)CO2,0.699752,0.331113
455,1.35,-2.5,CCCC1COc2c(c(NC)c3nsnc3c2C)O1,0.826809,0.447666
456,1.49,-2.36,COc1cc2nsnc2c2c1OC(C)CO2,0.825537,0.429398
457,1.52,-2.33,CCc1c2c(cc3nsnc13)OCC(C(C)C)O2,1.111517,0.758343
458,1.37,-2.48,CCC1COc2c(c(NC)c3nsnc3c2C)O1,0.744167,0.356787
459,1.36,-2.49,CCCCNc1c2c(c(C)c3nsnc13)OCCO2,0.638774,0.227776
460,1.11,-2.74,COCCNc1c2c(cc3nsnc13)N(C)CN2C,0.755052,0.427141
461,1.42,-2.43,CCCC1COc2c(cc3nsnc3c2NC)O1,0.600377,0.200572
462,1.4,-2.45,CNc1c2c(cc3nsnc13)OCC(C(C)C)O2,0.600021,0.211058
463,1.45,-2.4,CCCC1COc2cc3nsnc3c(NC)c2O1,1.126328,0.81158
464,1.29,-2.56,CCCCNc1c2c(cc3nsnc13)OC(C)CO2,0.750225,0.386272
465,1.43,-2.42,CC(C)C1Oc2cc3nsnc3cc2OC1C(C)C,1.036944,0.560335
466,1.41,-2.44,CCOc1c(OC)cc2nsnc2c1NC,0.632802,0.340237
467,1.44,-2.41,CNc1c2c(c(C)c3nsnc13)OCC(C)O2,0.807579,0.434215
468,1.18,-2.67,CCCC1COc2cc3nsnc3c(NCC)c2O1,0.642067,0.248338
469,1.41,-2.44,CC(C)CNc1c2c(cc3nsnc13)OCCO2,0.652745,0.259861
470,1.46,-2.39,CNc1c2c(cc3nsnc13)OCC2OC,0.604409,0.325285
471,1.39,-2.46,CCC(C)C1COc2c(cc3nsnc3c2NC)O1,1.027966,0.598098
472,1.44,-2.41,CCCNc1c2c(cc3nsnc13)OCCO2,0.57788,0.188571
473,1.27,-2.58,CCCCC1COc2cc3nsnc3c(NCC)c2O1,1.283642,1.018043
474,1.4,-2.45,CNc1c2c(cc3nsnc13)OCC(CCOC)O2,0.901711,0.601215
475,1.04,-2.81,CCNc1c2c(c(C)c3nsnc13)N(C)CN2C,0.622824,0.267895
476,1.5,-2.35,CNc1c2c(cc3nsnc13)OCC(CC(C)C)O2,1.010881,0.714027
477,1.39,-2.46,CCC1Oc2cc3nsnc3c(NC)c2OC1CC,0.724953,0.318342
478,1.26,-2.59,CCc1c2c(c(NC)c3nsnc13)CCO2,0.712966,0.328222
479,1.41,-2.44,CCC1COc2cc3nsnc3c(NC)c2O1,0.658608,0.275102
480,1.38,-2.47,CCC1COc2c(c(C)c3nsnc3c2NC)O1,0.615534,0.223943
481,1.39,-2.46,CCCNc1c2c(c(C)c3nsnc13)OCCO2,0.661484,0.286237
482,1.47,-2.38,Cc1c2c(cc3nsnc13)OCC2(C)C,0.914341,0.464606
483,1.52,-2.33,CC(C)c1c2c(cc3nsnc13)OCC2C,0.978588,0.522171
484,1.56,-2.29,CCCC1Oc2cc3nsnc3c(C)c2OC1CC,0.981173,0.638708
485,1.39,-2.46,CCC1COc2cc(NC)c3nsnc3c21,0.610171,0.244354
486,1.27,-2.58,CCNc1c2c(cc3nsnc13)OCCO2,0.80903,0.461365
487,1.42,-2.43,CC(C)c1c2c(cc3nsnc13)OCC2,0.919503,0.468867
488,1.46,-2.39,CC(C)Oc1cc2nsnc2c2c1OCCN2,0.813444,0.46641
489,1.41,-2.44,CCN1CCN(C)c2c1c(NC)c1nsnc1c2OC,1.074365,0.666597
490,1.27,-2.58,CCCNc1c2c(c(C)c3nsnc13)N(C)CN2C,0.695657,0.305856
491,1.1,-2.75,CCN1CN(CC(C)C)c2cc3nsnc3c(OC)c21,0.971959,0.553223
492,1.43,-2.42,CNc1c2c(cc3nsnc13)OCC(C)O2,0.567972,0.19776
493,1.71,-2.14,CCNc1c(N(C)CC)ccc2nsnc12,0.952357,0.550523
494,1.37,-2.48,CNc1c2c(cc3nsnc13)OC(C)CO2,0.568841,0.196486
495,1.21,-2.64,CCN1CN(CC)c2c1cc1nsnc1c2NC,0.962889,0.621589
496,1.35,-2.5,CNc1c2c(c(C)c3nsnc13)OCC2,0.535443,0.152877
497,1.21,-2.64,CCCNc1c2c(cc3nsnc13)OCC2,0.542791,0.140764
498,1.56,-2.29,CCNc1c(N(C)C)ccc2nsnc12,0.87487,0.463267
499,1.06,-2.79,CCN1CN(CCN(C)C)c2cc3nsnc3cc21,0.794524,0.469419
500,1.39,-2.46,CCC(C)C1COc2cc3nsnc3c(NC)c2O1,0.680925,0.269153
1,1.38,-2.47,CCCOc1c2c(c(CCC)c3nsnc13)C1CCC2C1,1.05931,0.749166
10,1.43,-2.42,CCC1COc2c(cc3nsnc3c2NC)O1,0.611573,0.216199
100,1.48,-2.37,c1cc2nsnc2c2c1CCCN2,0.515107,0.136357
101,1.63,-2.22,CCNc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2C1,1.105183,0.761832
102,1.59,-2.26,CCNc1c2c(c(OC(C)C)c3nsnc13)C1CCC2CC1,1.221486,0.866108
103,1.36,-2.49,CCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,1.429391,0.942081
104,1.55,-2.3,CCC(C)OCCc1c2c(cc3nsnc13)C1CCC2CC1,1.138149,0.725947
105,1.29,-2.56,CC(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.060127,0.596215
106,1.39,-2.46,CNc1cc(OC)c(C)c2nsnc12,0.436475,0.025351
108,1.64,-2.21,CCN(C)c1c(OC)cc2nsnc2c1C,0.992236,0.587366
109,1.15,-2.7,Cc1c2c(c(NC(C)C)c3nsnc13)OCCO2,0.884969,0.489383
11,1.43,-2.42,CC1Cc2c(OC(C)C)cc3nsnc3c2N1,0.940359,0.523603
110,1.5,-2.35,COc1c2c(c(C)c3nsnc13)CCC2,0.619234,0.242511
111,1.41,-2.44,COCCOCCc1c2c(cc3nsnc13)C1CCC2CC1,1.210611,0.806059
112,1.5,-2.35,Cc1c2c(cc3nsnc13)OC(C(C)C)CO2,0.829748,0.396137
113,1.71,-2.14,CCc1cc2nsnc2c2c1CCC([O-])=[NH+]2,0.526826,0.134465
114,1.3,-2.55,CCCN1CCCc2cc3nsnc3cc21,0.848131,0.460393
115,1.33,-2.52,CN1CCc2c(ccc3nsnc23)C1,0.535449,0.15319
116,1.36,-2.49,CCc1c2c(c(CCN(C)CC)c3nsnc13)C1CCC2C1,0.934481,0.54503
117,1.46,-2.39,CCc1ccc(NC(C)C)c2nsnc12,0.879967,0.504566
118,1.44,-2.41,CCCc1c2c(c(OC)c3nsnc13)OCCO2,0.852797,0.474792
119,1.44,-2.41,Cc1cc2c(c3nsnc13)OCCN2C,0.538471,0.140717
12,1.25,-2.6,CCN1CN(C)c2c1c(OC)c1nsnc1c2OC,0.886155,0.526002
120,1.6,-2.25,Cc1cc2nsnc2c2c1C(N(C)C)CO2,1.00634,0.600572
121,1.39,-2.46,C1COc2c3c(c4nsnc4c2N1)CCO3,0.548865,0.127643
122,1.09,-2.76,CCN1CN(C)c2c1c(NC)c1nsnc1c2OC,0.807456,0.474468
123,1.52,-2.33,Cc1cc(CC(C)C)c(C)c2nsnc12,0.861329,0.519606
124,1.41,-2.44,CCN1CCN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.320048,0.868807
125,1.51,-2.34,COc1cc2c(c3nsnc13)OC(C)CO2,0.837741,0.435741
126,1.38,-2.47,CCCc1c2c(c(C(C)CC)c3nsnc13)C1CCC2C1,1.265293,0.850965
127,1.51,-2.34,CCCc1cc2nsnc2c(C)c1CC,0.978286,0.60433
128,1.63,-2.22,CC/C([O-])=[N+](\c1c2c(cc3nsnc13)C1CCC2CC1)C(C)C,1.702225,1.221256
129,1.34,-2.51,CCCCc1c2c(c(CCOC)c3nsnc13)C1CCC2C1,1.176219,0.780879
13,1.56,-2.29,CCOc1c2c(cc3nsnc13)OCC(C)O2,0.640904,0.287269
130,1.5,-2.35,CCCCOc1c2c(c(CCC)c3nsnc13)C1CCC2CC1,1.022274,0.651794
131,1.17,-2.68,CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,1.003388,0.616908
132,1.29,-2.56,CCCc1c2c(c(CC)c3nsnc13)C1CCC2C1,0.966769,0.568091
133,1.69,-2.16,CC/C([O-])=[NH+]\c1c2c(c(OC)c3nsnc13)OCCO2,1.119668,0.758733
134,1.48,-2.37,CN1CCOCc2c1ccc1nsnc21,0.67978,0.316192
135,1.24,-2.61,COc1cc(C)c2nsnc2c1NC(C)C,0.848717,0.494576
137,1.51,-2.34,CCCc1c(OC)cc(C)c2nsnc12,0.683514,0.336859
138,1.52,-2.33,COc1cc2c(c3nsnc13)OCCO2,0.515381,0.136871
139,1.53,-2.32,CCC(C)c1cc(C)c(OC)c2nsnc12,1.194935,0.749515
14,1.51,-2.34,CCOc1ccc2nsnc2c1NC,0.466578,0.140374
140,1.45,-2.4,CN(C)CCN(C)c1cccc2nsnc12,1.031679,0.756514
141,1.74,-2.11,COc1c(C)cc2nsnc2c1/[NH+]=C(\C)[O-],1.08159,0.607238
142,1.76,-2.09,COc1cc2c(c3nsnc13)OCC2OC,0.693367,0.454498
143,1.47,-2.38,COc1c2c(c(C)c3nsnc13)CCO2,0.605325,0.260825
144,1.39,-2.46,CCc1c2c(c(CC)c3nsnc13)C1CCC2CC1,1.146405,0.723895
145,1.4,-2.45,CCCCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.246008,0.784533
146,1.49,-2.36,CN1CC(C)(C)c2c1ccc1nsnc21,0.900964,0.470351
147,1.15,-2.7,CCOc1c2c(cc3nsnc13)N(C)CN2C(C)C,0.926453,0.54014
148,1.65,-2.2,COc1cc2c(c3nsnc13)[N+](C)=C([O-])C2,0.43566,1.00E-06
149,1.18,-2.67,CCCc1c2c(c(OC)c3nsnc13)N(C)CN2C,0.8381,0.493658
15,0.97,-2.88,CCOC1N(C)c2cc3nsnc3cc2N1C,0.928748,0.640654
150,1.31,-2.54,CCOc1c2c(c(OC)c3nsnc13)N(C)CCN2C,0.937922,0.573603
151,1.28,-2.57,CCCCc1c2c(cc3nsnc13)N(C)CCN2C,0.849769,0.45441
152,1.36,-2.49,CCCOc1c2c(cc3nsnc13)N(C)CCN2C,0.820483,0.429434
153,1.49,-2.36,CNc1cc(CCOC)cc2nsnc12,0.80506,0.571854
154,1.57,-2.28,CCCc1c(C)cc(C)c2nsnc12,0.92733,0.554964
155,1.39,-2.46,CC1CCc2c(c3c(c4nsnc24)NCC3)O1,0.830542,0.415941
156,1.23,-2.62,CCCCNc1c2c(cc3nsnc13)N(C)CCN2C,0.86362,0.458897
157,1.61,-2.24,CCCC1Oc2ccc3nsnc3c2OC1C,1.125765,0.875568
158,1.27,-2.58,CCOc1c2c(c(NC)c3nsnc13)N(C)CN2C,0.751404,0.452163
159,1.49,-2.36,CC(C)Cc1cc2c(c3nsnc13)CCCO2,0.935176,0.542254
