SMILES,Ered(V)
CCOc1c2c(c(NC)c3nsnc13)N(C)CCN2C,1.34
COCCc1cc2nsnc2c2c1CCC2,1.55
CNc1c(OC)c(C)c(OC)c2nsnc12,1.52
CCc1c(C)cc2nsnc2c1N(C)C,1.53
CCc1cc2nsnc2c(C)c1N(C)C,1.53
CCCOc1cc(CC)cc2nsnc12,1.61
CCCN1CCN(C)c2c1c(NC)c1nsnc1c2C,1.38
COc1cc2c(c3nsnc13)CCCO2,1.46
Cc1ccc2nsnc2c1OCC(C)C,1.53
Cc1cc2c(c3nsnc13)CC(C)CO2,1.47
CCCCOCCc1c2c(cc3nsnc13)C1CCC2C1,1.42
CCC(C)OCCc1c2c(cc3nsnc13)C1CCC2CC1,1.49
C1Cc2c3c(c4nsnc4c2N1)OCCO3,1.47
CCCC1COc2cc(C)c3nsnc3c2O1,1.52
COc1cc2nsnc2c2c1CCOC2,1.52
CCCc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.02
COc1cc(N(C)C(C)C)c2nsnc2c1,1.44
COc1c(C)cc(NC(C)C)c2nsnc12,1.49
CC1Oc2cc3nsnc3cc2C1C,1.52
Cc1cc2nsnc2c2c1OCC2,1.52
CCCc1c2c(cc3nsnc13)OC(C)C2,1.44
CCC1Cc2cc3nsnc3cc2CCO1,1.62
CCN(C)c1c(OC)c(C)cc2nsnc12,1.47
CCCOc1c2c(cc3nsnc13)OCC2C,1.52
CCOCCc1c2c(cc3nsnc13)N(C)CCN2C,1.32
CCOc1cc(C(C)CC)c2nsnc2c1,1.55
CC(C)Cc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.36
CCOc1ccc2nsnc2c1NC(C)C,1.49
CCN(C)c1cc(C(C)C)c2nsnc2c1,1.36
CCCOc1ccc(CC)c2nsnc12,1.64
CCCCc1c2c(c(CC)c3nsnc13)N(C)CCN2C,1.32
CCCc1c2c(cc3nsnc13)N(CC)CN2C,1.08
CC(C)Cc1c(C(C)C)ccc2nsnc12,1.53
CCC(C)Nc1cc(C)c(C)c2nsnc12,1.41
COCCc1cccc2nsnc12,1.65
CCN1c2cc3nsnc3cc2CC1C,1.32
CCC(C)c1c2c(c(NC)c3nsnc13)C1CCC2CC1,1.36
CCc1c2c(cc3nsnc13)CCO2,1.45
Cc1cc2c(c3nsnc13)CCCCN2C,1.45
CCCc1cc2nsnc2cc1CCOC,1.57
CCOc1c2c(c(C)c3nsnc13)OCC(CC)O2,1.48
COc1c2c(c(CCN(C)C)c3nsnc13)C1CCC2CC1,1.49
CCCCN(c1c2c(cc3nsnc13)C1CCC2CC1)C(C)C,1.43
CCc1cc2c(c3nsnc13)OCCC2,1.5
CNc1cc2c(c3nsnc13)OC(C)C2,1.51
CCOc1cc(NC)c2nsnc2c1C,1.39
CCc1cc(OC(C)CC)c2nsnc2c1,1.58
CCCc1c2c(c(CCC)c3nsnc13)C1CCC2C1,1.35
COc1c2c(cc3nsnc13)CCN2C,1.4
CCCCOc1cc2nsnc2cc1OCC,1.53
CCc1c2c(c(N(C)CCOC)c3nsnc13)C1CCC2C1,1.37
CCCCN1CCN(C)c2c1c(C)c1nsnc1c2CC,1.26
CC(C)OCCc1c2c(cc3nsnc13)OCCO2,1.49
CC(C)N1CCCc2cc3nsnc3cc21,1.38
COc1c2c(c(OC)c3nsnc13)OCCO2,1.59
CCNc1c2c(cc3nsnc13)C(CC)CO2,1.43
CCCN(CC)c1ccc2nsnc2c1,1.66
CN(C)c1cc2c(c3nsnc13)OCC2,1.54
CCNc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.35
CCc1c2c(cc3nsnc13)N(C)CCN2CC,1.28
CNc1cc(N(C)C)c(C)c2nsnc12,1.39
CCCOc1c2c(c(C)c3nsnc13)C1CCC2CC1,1.54
CCCc1cc(C)c(CCC)c2nsnc12,1.48
Cc1c2c(c(CC(C)C)c3nsnc13)C1CCC2CC1,1.39
CCOc1c(OC)c(C)c(C)c2nsnc12,1.57
CNc1c(C)c(OC)c(C)c2nsnc12,1.45
CNc1c2c(c(C(C)C)c3nsnc13)OCCO2,1.35
CCCc1c(C)cc(OC)c2nsnc12,1.5
COc1cc2nsnc2c(OC(C)C)c1C,1.47
CCC1COc2cc3nsnc3c(NC(C)C)c2O1,1.48
CN(C)c1cc2c(c3nsnc13)CCC2,1.46
CCc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.3
Cc1cc2c(c3nsnc13)CCCO2,1.47
CCC(C)Oc1cccc2nsnc12,1.69
CCOc1c2c(c(OCC(C)C)c3nsnc13)C1CCC2CC1,1.52
CCC1COc2cc(OC)c3nsnc3c21,1.5
CCOc1c2c(c(CC)c3nsnc13)OC(C)CO2,1.48
CCC(C)Oc1c(C)c(C)cc2nsnc12,1.54
COc1cc2nsnc2c2c1OCCC2,1.37
CCc1cc(C(C)C)c(C)c2nsnc12,1.48
CCC(C)Nc1c2c(cc3nsnc13)N(CC)CCN2C,1.21
CCOc1cc2nsnc2c(C)c1OCC,1.46
CN(C)c1cc2nsnc2c2c1CCN2C,1.4
CCN(CC)c1cc(NC)c2nsnc2c1,1.25
Cc1cc(OC(C)C)c2nsnc2c1C,1.57
COC1COc2c(C)cc3nsnc3c21,1.58
CCOc1c2c(c(N(C)C(C)C)c3nsnc13)C1CCC2C1,1.41
COc1c2c(cc3nsnc13)OC(C)CC2,1.57
CCc1c2c(cc3nsnc13)N(C(C)C)CCN2CC,1.24
CCN1CCc2c1ccc1nsnc21,1.52
CN(C)c1c2c(cc3nsnc13)N(C)CC2,1.3
CCCCOc1ccc(OCC)c2nsnc12,1.62
CCC(C)c1cc(C)c(NC)c2nsnc12,1.45
COCCOc1cccc2nsnc12,1.63
CCOc1cc2c(c3nsnc13)NC(CC)C2,1.57
CCC1COc2c(c(OC)c3nsnc3c2C)O1,1.5
Cc1c(N(C)C)cc2nsnc2c1N(C)C,1.43
CCC(C)N(C)c1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.48
COc1cc(N(C)C)c2nsnc2c1C,1.44
CCOc1cc(NC)c2nsnc2c1NC,1.4
CCN(C)c1c2c(c(N(C)CC)c3nsnc13)C1CCC2C1,1.28
COc1c2c(c(C)c3nsnc13)OC(C)CO2,1.5
CCc1c2c(c(N(C)CC)c3nsnc13)C1CCC2CC1,1.4
CCC1Cc2c(C(C)C)cc3nsnc3c2N1,1.5
CCCOc1c2c(cc3nsnc13)N(CC)CCN2C,1.34
CCCN1CN(C)c2cc3nsnc3c(OC(C)C)c21,1.19
CCOc1c(OC)cc(OC)c2nsnc12,1.61
CCCc1cccc2nsnc12,1.63
CCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,1.4
CNc1cc(OCCOC)cc2nsnc12,1.4
CC1COc2cc3nsnc3c(N(C)C)c2O1,1.47
CCCc1cc(C)c2nsnc2c1NC,1.53
CCNc1ccc(CCOC)c2nsnc12,1.5
CCC(C)N1CCN(C)c2c1c(C)c1nsnc1c2C,1.27
CCc1c2c(c(OC)c3nsnc13)OCCO2,1.5
CCc1cc(OC)c2nsnc2c1,1.54
CCOc1cc2c(c3nsnc13)OCCN2C,1.52
CCCCc1cc(OC)c2nsnc2c1,1.54
COc1c2c(cc3nsnc13)OCCN2C,1.47
CCNc1cc(N(C)C)c(C)c2nsnc12,1.39
CCCCc1ccc(C(C)C)c2nsnc12,1.55
CCOc1c2c(cc3nsnc13)N(C)CN2CC(C)C,1.08
CCc1ccc(N(CC)CC)c2nsnc12,1.41
CCCN1CC(C)Cc2cc3nsnc3cc21,1.36
CNc1c2c(cc3nsnc13)N(C)C(OC)N2C,1.13
CCCN(C)c1c(C)cc(C)c2nsnc12,1.51
CCCOc1c(C)cc(OC)c2nsnc12,1.57
CCCOCCOc1c2c(c(C)c3nsnc13)C1CCC2CC1,1.49
CCCN(C)c1ccc(OC)c2nsnc12,1.51
CCc1c2c(c(C)c3nsnc13)N(CC)CCN2C,1.36
CCc1c(OC)ccc2nsnc12,1.58
CCc1cc2nsnc2c2c1OCC(C)O2,1.51
CCNc1c2c(c(NC)c3nsnc13)N(C)CCN2C,1.33
c1cc2nsnc2c2c1CCCO2,1.56
Cc1c2c(c(C)c3nsnc13)OC(C(C)C)CO2,1.4
CC(C)COc1c2c(cc3nsnc13)OCCO2,1.56
CCC1COc2cc3nsnc3cc21,1.53
CC1Cc2c3c(c4nsnc4c2C1)OCCC3,1.46
CCCc1cc(OC(C)C)c2nsnc2c1,1.62
CNc1c2c(c(N(C)C(C)C)c3nsnc13)C1CCC2CC1,1.39
CNc1c(CCOC)ccc2nsnc12,1.52
CCCNc1cc2c(c3nsnc13)OCC2,1.51
CCCC1Oc2cc3nsnc3cc2OC1C(C)CC,1.52
CC(C)c1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.2
CCCCOc1c2c(cc3nsnc13)C1CCC2CC1,1.52
CCC1Cc2c(cc3nsnc3c2C)N1C,1.2
CCCN(c1ccc2nsnc2c1)C(C)C,1.43
CCC(C)c1cc(OC)c(C)c2nsnc12,1.48
CCOc1c2c(cc3nsnc13)OC(CC)C2,1.5
CCOc1cc(C)c2nsnc2c1OCC,1.58
Cc1cc(OCC(C)C)c2nsnc2c1C,1.58
CCCN1CCN(C)c2c1ccc1nsnc21,1.41
CCN1CCOc2cc3nsnc3cc21,1.34
CCC1Cc2c(ccc3nsnc23)O1,1.6
CCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,1.67
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2C1,1.63
[O-]C1=[NH+]c2c(ccc3nsnc23)CC1,1.76
CCCCC1COc2c(ccc3nsnc23)O1,1.58
CC1Oc2ccc3nsnc3c2C1C,1.59
CCCc1c2c(cc3nsnc13)C1CCC2CC1,1.45
CC(C)CC1COc2c(ccc3nsnc23)O1,1.58
CC1(C)COc2ccc3nsnc3c21,1.59
CCCC1COc2cc3nsnc3cc2O1,1.56
CCC(C)c1c2c(cc3nsnc13)OCCO2,1.46
Cc1cccc2nsnc12,1.64
CCCCc1ccc2nsnc2c1,1.63
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2C1,1.62
CCN1CCOc2ccc3nsnc3c21,1.5
CC1COc2c1ccc1nsnc21,1.64
CC1COc2cc3nsnc3cc21,1.53
CCC1COc2cc3nsnc3cc2O1,1.56
CCC(C)Oc1ccc2nsnc2c1,1.56
[O-]C1=[NH+]c2c(ccc3nsnc23)CCC1,1.74
CCc1c2c(cc3nsnc13)OCCO2,1.49
CCC1Cc2ccc3nsnc3c2[NH+]=C1[O-],1.75
CC1COc2ccc3nsnc3c2C1,1.54
CCCC/C([O-])=[NH+]\c1cccc2nsnc12,1.81
CCCCNc1cccc2nsnc12,1.51
CCC(C)N1CCOc2c1ccc1nsnc21,1.44
CC/C([O-])=[NH+]\c1cccc2nsnc12,1.8
c1c2c(cc3nsnc13)OCC2,1.52
CNc1cccc2nsnc12,1.51
c1cc2nsnc2c2c1OCCO2,1.59
CCC1Cc2cc3nsnc3cc2O1,1.51
Cc1c2c(cc3nsnc13)C1CCC2C1,1.42
CC(C)N1CCOc2cc3nsnc3cc21,1.36
c1cc2nsnc2c2c1CCN2,1.55
CC(C)N1CCOc2c1ccc1nsnc21,1.46
c1cc2nsnc2c2c1OCCCC2,1.55
CC(C)Cc1c2c(cc3nsnc13)C1CCC2CC1,1.45
CC(C)COc1cccc2nsnc12,1.59
CC(C)C1COc2c(ccc3nsnc23)O1,1.58
CCOc1c2c(cc3nsnc13)C1CCC2CC1,1.43
CC(C)CNc1c2c(cc3nsnc13)C1CCC2CC1,1.42
CC1CCOc2ccc3nsnc3c21,1.53
CC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)OCCO2,1.7
CC1CCc2cc3nsnc3cc21,1.55
COc1cccc2nsnc12,1.61
CCc1ccc2nsnc2c1,1.63
CC(C)Nc1c2c(cc3nsnc13)C1CCC2C1,1.37
CCC(C)Oc1c2c(cc3nsnc13)C1CCC2C1,1.47
CCC1CNc2c1ccc1nsnc21,1.54
CCOc1cccc2nsnc12,1.61
CC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2C1,1.63
c1cc2nsnc2c2c1CCCCO2,1.63
CC1COc2ccc3nsnc3c2O1,1.58
CCC(C)/C([O-])=[NH+]\c1cccc2nsnc12,1.84
C1COc2c(c3c(c4nsnc24)OCCO3)O1,1.46
c1cc2nsnc2c2c1CCO2,1.64
CCCCN1CCOc2ccc3nsnc3c21,1.47
CC1CNc2c(ccc3nsnc23)C1,1.48
CCc1c2c(cc3nsnc13)C1CCC2CC1,1.4
c1cc2nsnc2c2c1CCCC2,1.55
c1c2c(cc3nsnc13)CCCC2,1.6
CC(C)Cc1c2c(cc3nsnc13)OCCO2,1.48
CCCC1COc2c(ccc3nsnc23)O1,1.58
CC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,1.65
CC1CCC([O-])=[NH+]c2c1ccc1nsnc21,1.74
CCC(C)C1COc2cc3nsnc3cc2O1,1.55
CCC1CC([O-])=[NH+]c2c1ccc1nsnc21,1.76
CC1CCc2c1ccc1nsnc21,1.6
CN1CCOc2cc3nsnc3cc21,1.37
CCCCNc1c2c(cc3nsnc13)C1CCC2CC1,1.42
CC1COc2cc3nsnc3cc2C1,1.58
CC(C)COc1ccc2nsnc2c1,1.65
CC(C)CC1COc2cc3nsnc3cc2O1,1.55
CCC(C)Oc1c2c(cc3nsnc13)OCCO2,1.53
CCCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)OCCO2,1.69
CC1Cc2cc3nsnc3cc2O1,1.51
CC(C)Oc1cccc2nsnc12,1.69
CC1(C)CNc2c1ccc1nsnc21,1.55
CC1CCc2c(ccc3nsnc23)O1,1.54
CCC1COc2c1ccc1nsnc21,1.64
CCOc1c2c(cc3nsnc13)C1CCC2C1,1.49
CC(C)C/C([O-])=[NH+]\c1c2c(cc3nsnc13)OCCO2,1.69
CCC(C)c1c2c(cc3nsnc13)C1CCC2CC1,1.42
CC(C)Oc1c2c(cc3nsnc13)C1CCC2CC1,1.51
CC(C)c1c2c(cc3nsnc13)C1CCC2CC1,1.43
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,1.66
c1cc2nsnc2c2c1CCCCN2,1.56
CC1CCc2ccc3nsnc3c2O1,1.54
CCCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2C1,1.62
CN1CCOc2ccc3nsnc3c21,1.51
CC(C)C/C([O-])=[NH+]\c1cccc2nsnc12,1.82
CCC(C)C1COc2ccc3nsnc3c2O1,1.58
C1COc2c3c(c4nsnc4c2N1)OCCO3,1.41
CCC1Cc2ccc3nsnc3c2O1,1.63
CCCCC1COc2ccc3nsnc3c2O1,1.58
CCC(C)Nc1c2c(cc3nsnc13)C1CCC2CC1,1.41
CCCCc1c2c(cc3nsnc13)C1CCC2CC1,1.4
CC1CC([O-])=[NH+]c2c(ccc3nsnc23)C1,1.74
COc1ccc2nsnc2c1,1.66
c1ccc2nsnc2c1,1.71
C/C([O-])=[NH+]\c1cccc2nsnc12,1.82
