SMILES,Ered(V)
CCC(C)Nc1c2c(cc3nsnc13)N(CC)CN2C,1.24
CCCNc1c2c(cc3nsnc13)C1CCC2C1,1.58
CNc1c2c(cc3nsnc13)N(C)CN2C,1.27
CCCNc1c2c(c(CC)c3nsnc13)OCCO2,1.43
CCC1Oc2cc3nsnc3c(C)c2OC1CC,1.33
CCCN1CN(CCOC)c2cc3nsnc3cc21,1.02
CCc1c2c(c(NC)c3nsnc13)OCC(C)O2,1.44
CC1(C)CNc2c1c1c(c3nsnc23)CCO1,1.44
CCc1c2c(c(NC)c3nsnc13)OC(C)CO2,1.31
CCc1c(OC)cc(NC)c2nsnc12,1.39
CNc1c2c(c(C)c3nsnc13)OC(C)CO2,1.44
CCCCNc1cc(OC)cc2nsnc12,1.33
CCC1Cc2cc3nsnc3c(C)c2O1,1.49
CNc1cc2c(c3nsnc13)C(C)(C)CO2,1.39
CC(C)Nc1c2c(cc3nsnc13)N(C)CN2C,1.02
CCCNc1c2c(cc3nsnc13)N(CC)CN2C,1.05
CCC1COc2c(c(OC)cc3nsnc23)O1,1.36
CCCC1Oc2cc3nsnc3c(NC)c2OC1C,1.43
CCC(C)N1CN(CC)c2cc3nsnc3c(OC)c21,1.27
CCCOc1cc(NC)c2nsnc2c1C,1.4
CCNc1c2c(c(CC)c3nsnc13)OCCO2,1.22
CCCCC1COc2c(cc3nsnc3c2NC)O1,1.45
CNc1cc2c(c3nsnc13)C(C)CO2,1.4
CCCC1COc2c(c(NC)c3nsnc3c2C)O1,1.35
COc1cc2nsnc2c2c1OC(C)CO2,1.49
CCc1c2c(cc3nsnc13)OCC(C(C)C)O2,1.52
CCC1COc2c(c(NC)c3nsnc3c2C)O1,1.37
CCCCNc1c2c(c(C)c3nsnc13)OCCO2,1.36
COCCNc1c2c(cc3nsnc13)N(C)CN2C,1.11
CCCC1COc2c(cc3nsnc3c2NC)O1,1.42
CNc1c2c(cc3nsnc13)OCC(C(C)C)O2,1.4
CCCC1COc2cc3nsnc3c(NC)c2O1,1.45
CCCCNc1c2c(cc3nsnc13)OC(C)CO2,1.29
CC(C)C1Oc2cc3nsnc3cc2OC1C(C)C,1.43
CCOc1c(OC)cc2nsnc2c1NC,1.41
CNc1c2c(c(C)c3nsnc13)OCC(C)O2,1.44
CCCC1COc2cc3nsnc3c(NCC)c2O1,1.18
CC(C)CNc1c2c(cc3nsnc13)OCCO2,1.41
CNc1c2c(cc3nsnc13)OCC2OC,1.46
CCC(C)C1COc2c(cc3nsnc3c2NC)O1,1.39
CCCNc1c2c(cc3nsnc13)OCCO2,1.44
CCCCC1COc2cc3nsnc3c(NCC)c2O1,1.27
CNc1c2c(cc3nsnc13)OCC(CCOC)O2,1.4
CCNc1c2c(c(C)c3nsnc13)N(C)CN2C,1.04
CNc1c2c(cc3nsnc13)OCC(CC(C)C)O2,1.5
CCC1Oc2cc3nsnc3c(NC)c2OC1CC,1.39
CCc1c2c(c(NC)c3nsnc13)CCO2,1.26
CCC1COc2cc3nsnc3c(NC)c2O1,1.41
CCC1COc2c(c(C)c3nsnc3c2NC)O1,1.38
CCCNc1c2c(c(C)c3nsnc13)OCCO2,1.39
Cc1c2c(cc3nsnc13)OCC2(C)C,1.47
CC(C)c1c2c(cc3nsnc13)OCC2C,1.52
CCCC1Oc2cc3nsnc3c(C)c2OC1CC,1.56
CCC1COc2cc(NC)c3nsnc3c21,1.39
CCNc1c2c(cc3nsnc13)OCCO2,1.27
CC(C)c1c2c(cc3nsnc13)OCC2,1.42
CC(C)Oc1cc2nsnc2c2c1OCCN2,1.46
CCN1CCN(C)c2c1c(NC)c1nsnc1c2OC,1.41
CCCNc1c2c(c(C)c3nsnc13)N(C)CN2C,1.27
CCN1CN(CC(C)C)c2cc3nsnc3c(OC)c21,1.1
CNc1c2c(cc3nsnc13)OCC(C)O2,1.43
CCNc1c(N(C)CC)ccc2nsnc12,1.71
CNc1c2c(cc3nsnc13)OC(C)CO2,1.37
CCN1CN(CC)c2c1cc1nsnc1c2NC,1.21
CNc1c2c(c(C)c3nsnc13)OCC2,1.35
CCCNc1c2c(cc3nsnc13)OCC2,1.21
CCNc1c(N(C)C)ccc2nsnc12,1.56
CCN1CN(CCN(C)C)c2cc3nsnc3cc21,1.06
CCC(C)C1COc2cc3nsnc3c(NC)c2O1,1.39
CCCOc1c2c(c(CCC)c3nsnc13)C1CCC2C1,1.38
CCC1COc2c(cc3nsnc3c2NC)O1,1.43
c1cc2nsnc2c2c1CCCN2,1.48
CCNc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2C1,1.63
CCNc1c2c(c(OC(C)C)c3nsnc13)C1CCC2CC1,1.59
CCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,1.36
CCC(C)OCCc1c2c(cc3nsnc13)C1CCC2CC1,1.55
CC(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.29
CNc1cc(OC)c(C)c2nsnc12,1.39
CCN(C)c1c(OC)cc2nsnc2c1C,1.64
Cc1c2c(c(NC(C)C)c3nsnc13)OCCO2,1.15
CC1Cc2c(OC(C)C)cc3nsnc3c2N1,1.43
COc1c2c(c(C)c3nsnc13)CCC2,1.5
COCCOCCc1c2c(cc3nsnc13)C1CCC2CC1,1.41
Cc1c2c(cc3nsnc13)OC(C(C)C)CO2,1.5
CCc1cc2nsnc2c2c1CCC([O-])=[NH+]2,1.71
CCCN1CCCc2cc3nsnc3cc21,1.3
CN1CCc2c(ccc3nsnc23)C1,1.33
CCc1c2c(c(CCN(C)CC)c3nsnc13)C1CCC2C1,1.36
CCc1ccc(NC(C)C)c2nsnc12,1.46
CCCc1c2c(c(OC)c3nsnc13)OCCO2,1.44
Cc1cc2c(c3nsnc13)OCCN2C,1.44
CCN1CN(C)c2c1c(OC)c1nsnc1c2OC,1.25
Cc1cc2nsnc2c2c1C(N(C)C)CO2,1.6
C1COc2c3c(c4nsnc4c2N1)CCO3,1.39
CCN1CN(C)c2c1c(NC)c1nsnc1c2OC,1.09
Cc1cc(CC(C)C)c(C)c2nsnc12,1.52
CCN1CCN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.41
COc1cc2c(c3nsnc13)OC(C)CO2,1.51
CCCc1c2c(c(C(C)CC)c3nsnc13)C1CCC2C1,1.38
CCCc1cc2nsnc2c(C)c1CC,1.51
CC/C([O-])=[N+](\c1c2c(cc3nsnc13)C1CCC2CC1)C(C)C,1.63
CCCCc1c2c(c(CCOC)c3nsnc13)C1CCC2C1,1.34
CCOc1c2c(cc3nsnc13)OCC(C)O2,1.56
CCCCOc1c2c(c(CCC)c3nsnc13)C1CCC2CC1,1.5
CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,1.17
CCCc1c2c(c(CC)c3nsnc13)C1CCC2C1,1.29
CC/C([O-])=[NH+]\c1c2c(c(OC)c3nsnc13)OCCO2,1.69
CN1CCOCc2c1ccc1nsnc21,1.48
COc1cc(C)c2nsnc2c1NC(C)C,1.24
CCCc1c(OC)cc(C)c2nsnc12,1.51
COc1cc2c(c3nsnc13)OCCO2,1.52
CCC(C)c1cc(C)c(OC)c2nsnc12,1.53
CCOc1ccc2nsnc2c1NC,1.51
CN(C)CCN(C)c1cccc2nsnc12,1.45
COc1c(C)cc2nsnc2c1/[NH+]=C(\C)[O-],1.74
COc1cc2c(c3nsnc13)OCC2OC,1.76
COc1c2c(c(C)c3nsnc13)CCO2,1.47
CCc1c2c(c(CC)c3nsnc13)C1CCC2CC1,1.39
CCCCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.4
CN1CC(C)(C)c2c1ccc1nsnc21,1.49
CCOc1c2c(cc3nsnc13)N(C)CN2C(C)C,1.15
COc1cc2c(c3nsnc13)[N+](C)=C([O-])C2,1.65
CCCc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.18
CCOC1N(C)c2cc3nsnc3cc2N1C,0.97
CCOc1c2c(c(OC)c3nsnc13)N(C)CCN2C,1.31
CCCCc1c2c(cc3nsnc13)N(C)CCN2C,1.28
CCCOc1c2c(cc3nsnc13)N(C)CCN2C,1.36
CNc1cc(CCOC)cc2nsnc12,1.49
CCCc1c(C)cc(C)c2nsnc12,1.57
CC1CCc2c(c3c(c4nsnc24)NCC3)O1,1.39
CCCCNc1c2c(cc3nsnc13)N(C)CCN2C,1.23
CCCC1Oc2ccc3nsnc3c2OC1C,1.61
CCOc1c2c(c(NC)c3nsnc13)N(C)CN2C,1.27
CC(C)Cc1cc2c(c3nsnc13)CCCO2,1.49
CNc1c2c(c(CCOC)c3nsnc13)OCCO2,1.42
CCCCNc1c2c(c(NCC)c3nsnc13)C1CCC2CC1,1.46
CC1COc2c(cc3nsnc3c2N(C)C)O1,1.46
CCc1cc2c(c3nsnc13)OCC(CC)O2,1.56
CCCCc1ccc(C(C)C)c2nsnc12,1.51
CCCOc1c2c(cc3nsnc13)OC(C)C2,1.51
CCCN1CCN(C)c2c1c(C)c1nsnc1c2CC,1.26
CCOc1cc2nsnc2c2c1CCC2,1.45
CCc1c(OC)cc(N(C)C)c2nsnc12,1.33
CCc1cc2c(c3nsnc13)NCCO2,1.46
CCC1COc2c1cc1nsnc1c2C,1.52
CCOc1c2c(c(NC)c3nsnc13)OCC(C)O2,1.45
CCC(C)N1CCN(C(C)C)c2cc3nsnc3c(C)c21,1.33
c1cc2nsnc2c2c1OCCN2,1.52
CCCCN1CN(C)c2c1cc1nsnc1c2CCC,1.11
CCc1c2c(c(C)c3nsnc13)CC(C)C2,1.41
CCOCCN1CCN(C)c2cc3nsnc3c(OC)c21,1.35
Cc1c2c(cc3nsnc13)N(C)CCC2,1.32
CCC1Cc2c(C)cc3nsnc3c2[NH+]=C1[O-],1.67
COc1cc2c(c3nsnc13)NCC(C)C2,1.46
CC(C)COCCC1COc2cc3nsnc3cc2O1,1.65
Cc1cc2nsnc2c2c1OC(C(C)C)CO2,1.49
CCCc1ccc(/[NH+]=C(\C)[O-])c2nsnc12,1.72
CCOc1c2c(cc3nsnc13)OCC(CC)O2,1.5
CC/C([O-])=[N+](/C)c1cccc2nsnc12,1.87
CCc1c(N(C)C)ccc2nsnc12,1.46
Cc1cc2nsnc2c(OC(C)C)c1C,1.54
CCC1COc2cc3nsnc3c(NC(C)C)c2O1,1.27
Cc1cc(C(C)C)c2nsnc2c1C,1.5
Cc1c2c(c3nsnc3c1C)OCCC2,1.43
COCCNc1c2c(cc3nsnc13)OC(C)CO2,1.45
CCC(C)N1CCN(C)c2cc3nsnc3cc21,1.23
COCCc1c2c(c(C)c3nsnc13)C1CCC2CC1,1.4
CCNc1ccc(CCOC)c2nsnc12,1.38
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.41
CCCCc1ccc2nsnc2c1C,1.53
COc1c2c(cc3nsnc13)OCC(C)O2,1.5
CCc1ccc(NC(C)CC)c2nsnc12,1.46
CC/[N+](=C(/C)[O-])c1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.66
CCCOc1c2c(c(C)c3nsnc13)OCC(C)O2,1.49
CCCCN(CC)c1c2c(cc3nsnc13)C1CCC2C1,1.4
COc1c2c(cc3nsnc13)C1CCC2C1,1.49
CCOCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,1.29
CCCCNc1cc2c(c3nsnc13)CCC2,1.43
C/C([O-])=[N+]1/CCC(C)c2ccc3nsnc3c21,1.76
CCCc1c(C(C)C)ccc2nsnc12,1.61
CCN1CCN(CCOC)c2cc3nsnc3cc21,1.19
CCCc1c2c(cc3nsnc13)N(C)CN2C,1.13
CCOc1cc(OC)c2nsnc2c1CC,1.48
CCOc1c2c(cc3nsnc13)OC(C)CO2,1.56
C/C([O-])=[NH+]\c1cc2c(c3nsnc13)CC(C)O2,1.71
CNc1c2c(c(NCCOC)c3nsnc13)C1CCC2CC1,1.38
CCN(C)CCOc1c2c(cc3nsnc13)C1CCC2CC1,1.6
CN(C)c1c2c(cc3nsnc13)N(C)CC2,1.3
CCCc1c2c(c(NCCOC)c3nsnc13)C1CCC2CC1,1.41
COc1ccc(N(C)C)c2nsnc12,1.43
CC/C([O-])=[NH+]\c1cc(OC)cc2nsnc12,1.7
CCN(c1c2c(c(C)c3nsnc13)C1CCC2CC1)C(C)C,1.34
Cc1cc2c(c3nsnc13)CC(C)C2,1.56
CCCc1c2c(cc3nsnc13)C1CCC2C1,1.42
CCOc1ccc2nsnc2c1/[NH+]=C(\C)[O-],1.71
CC(C)C/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,1.65
COc1c(C)c(CC(C)C)cc2nsnc12,1.58
CNc1ccc(/[N+](C)=C(\C)[O-])c2nsnc12,1.64
Cc1c2c(c3nsnc3c1C)C(C)C(C)O2,1.5
CCN(C)c1cccc2nsnc12,1.66
CCOc1c(C)cc(OC)c2nsnc12,1.4
CC(C)COc1cc2nsnc2c2c1OCC2,1.37
CC1Cc2c3c(c4nsnc4c2C1)CCC3,1.48
CCNc1cc2c(c3nsnc13)CCC2C,1.43
COc1c(C)c(N(C)C)cc2nsnc12,1.53
CCOc1c(C)c(OC)c(C)c2nsnc12,1.56
CCc1c(OC)c(OC)c2nsnc2c1C,1.57
CCCOc1c(CC)ccc2nsnc12,1.63
CCc1c2c(c3nsnc3c1C)CC(C)C2,1.49
Cc1cc2c(c3nsnc13)CCO2,1.54
CCCc1cc2nsnc2c2c1CCCO2,1.47
CCNc1c2c(c(NC)c3nsnc13)N(C)CCN2C,1.33
CCN(C)c1cc2c(c3nsnc13)NCC2,1.45
Cc1ccc2nsnc2c1N(C)CC(C)C,1.58
COc1c2c(cc3nsnc13)N(C)CC2C,1.36
CCCCN1CCCc2cc3nsnc3cc21,1.51
CCC1COc2c(cc(C)c3nsnc23)O1,1.47
CNc1c2c(c(OC)c3nsnc13)CCO2,1.45
CCc1c2c(cc3nsnc13)OCCN2CC,1.41
CCOc1c(CC)c(C)cc2nsnc12,1.57
CC(C)CN(C)c1ccc2nsnc2c1,1.4
CCCCN(C)c1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.51
CCc1c(OC)c(OC)c(C)c2nsnc12,1.52
CCCOc1c(OC)cc(C)c2nsnc12,1.58
CCc1c2c(c(NC(C)C)c3nsnc13)C1CCC2CC1,1.24
CC(C)C1Oc2ccc3nsnc3c2OC1C,1.48
CCC1COc2c(C)cc3nsnc3c21,1.48
Cc1cc2nsnc2c2c1CCO2,1.57
CCC(C)N1CCOc2cc3nsnc3cc21,1.36
CCc1cc(NC)c2nsnc2c1C,1.42
CCC(C)N1CN(CC)c2c1cc1nsnc1c2OC,1.1
Cc1cc2nsnc2c2c1CC(C)CO2,1.44
CCC(C)N(C)c1cccc2nsnc12,1.57
CCOc1ccc2nsnc2c1CCOC,1.58
CCCOc1c2c(cc3nsnc13)CCCO2,1.58
CCc1cc(OC(C)CC)cc2nsnc12,1.46
CCC(C)N(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.33
CCOc1cc(N(C)CC)c2nsnc2c1,1.32
CC/C([O-])=[N+](\c1cccc2nsnc12)C(C)C,1.83
CCCc1c2c(cc3nsnc13)OC(C)CO2,1.48
CCCNc1cc2c(c3nsnc13)OC(C)C2,1.51
CNc1c(C(C)C)cc(OC)c2nsnc12,1.58
CCCOc1ccc(CC)c2nsnc12,1.54
CCC1Cc2c(cc3nsnc3c2OC)O1,1.51
CCCOc1cc2nsnc2c(OC)c1C,1.56
COCCc1cc2nsnc2c2c1CCC2,1.57
CCCc1c2c(c(CC)c3nsnc13)C1CCC2CC1,1.33
CCCN(C)c1c2c(cc3nsnc13)C1CCC2C1,1.46
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC)CCN2C,1.49
CCN(C)c1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.45
CCCCc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.2
CCC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)C1CCC2CC1,1.79
CCCCOc1c(CC)ccc2nsnc12,1.63
CCN(C)c1cc(C)c2nsnc2c1,1.38
CCCNc1ccc(OC)c2nsnc12,1.39
CC(C)c1cc2c(c3nsnc13)N(C)CCO2,1.4
CNc1cc(C(C)C)c(NC)c2nsnc12,1.43
CCCCc1c2c(c(OCCC)c3nsnc13)C1CCC2C1,1.42
COCCc1ccc2nsnc2c1OC,1.7
CCCNc1cccc2nsnc12,1.52
CCN(C)c1c(OC)cc(C)c2nsnc12,1.55
CN1CCN(C)c2cc3nsnc3cc2C1,1.5
CC(C)c1c2c(cc3nsnc13)OCCO2,1.46
COc1cc2nsnc2cc1OC,1.41
CCCCNc1cc(OCC)cc2nsnc12,1.42
CCC(C)OCCc1cccc2nsnc12,1.65
CC1CCc2ccc3nsnc3c2[NH+]=C1[O-],1.7
CCCC1COc2cc3nsnc3c(CC(C)C)c2O1,1.35
CCCCc1c(OC)cc2nsnc2c1C,1.47
CCCCOc1ccc(OC)c2nsnc12,1.67
CCc1cc2nsnc2c2c1CC(C)C2,1.5
CN1CCOCc2ccc3nsnc3c21,1.59
CCCN1CN(C)c2c1c(OC)c1nsnc1c2C,1.18
CCC1Cc2cc3nsnc3c(OC)c2O1,1.53
CNc1cc2c(c3nsnc13)CC(C)N2C,1.38
CCCc1c2c(cc3nsnc13)OCC(C)O2,1.41
CC(C)Nc1cc(C(C)C)cc2nsnc12,1.31
CCc1cc2c(c3nsnc13)NC(C)C2,1.49
Cc1cc2nsnc2c2c1OCC2(C)C,1.5
CCOc1cc(OC(C)C)c2nsnc2c1,1.56
CCOCCc1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.55
CCCCN1CCc2cc3nsnc3cc21,1.3
CCCN1CN(C)c2cc3nsnc3c(NCC)c21,1.18
CCc1c2c(c(C)c3nsnc13)OC(C)CO2,1.34
CN1CCNc2c1c1c(c3nsnc23)CCO1,1.35
CCc1cc(OC(C)C)cc2nsnc12,1.49
CNc1c2c(c(N(C)CC(C)C)c3nsnc13)C1CCC2C1,1.34
CCOc1c(CC)ccc2nsnc12,1.63
CCNc1c2c(cc3nsnc13)CCC2,1.43
Cc1c2c(cc3nsnc13)CCCC2,1.52
COc1c2c(c(C)c3nsnc13)OC(C)CO2,1.49
CC(C)Cc1cc(C(C)C)cc2nsnc12,1.54
c1cc2nsnc2c2c1CCC2,1.6
CC(C)CN1CCN(C)c2c1cc1nsnc1c2N(C)C,1.25
CCOc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2CC1,1.4
Cc1c2c(cc3nsnc13)C(C)(C)CN2C,1.3
CC1COc2c(ccc3nsnc23)C1,1.51
COc1cc(CC(C)C)cc2nsnc12,1.54
CNc1c2c(cc3nsnc13)OC(C)C2C,1.45
CN1CCc2c1c1c(c3nsnc23)CCC1,1.43
CC1Cc2c(c3c(c4nsnc24)CCCC3)O1,1.44
CCOc1cc(C)c2nsnc2c1OCC,1.64
CC(C)Cc1cc(OC(C)C)c2nsnc2c1,1.46
CCc1c2c(c(C)c3nsnc13)OC(CC)CO2,1.41
CCC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)C1CCC2CC1,1.66
CCN(CC)c1cc(OC)cc2nsnc12,1.39
CC(C)COCCNc1c2c(cc3nsnc13)C1CCC2CC1,1.41
COCCc1c(OC)ccc2nsnc12,1.59
Cc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.08
CCc1cc(N(C)CC)c(C)c2nsnc12,1.44
CN1CCOc2c(ccc3nsnc23)CC1,1.71
CCc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.41
C/C([O-])=[NH+]\c1cc2c(c3nsnc13)CCCO2,1.66
COc1cc2c(c3nsnc13)[NH+]=C([O-])CC2,1.69
CCCCN1CN(C)c2c1cc1nsnc1c2C,1.19
CCCC1Oc2c(ccc3nsnc23)OC1C,1.31
COc1cc2c(c3nsnc13)CCOCC2,1.4
COc1c2c(c(C)c3nsnc13)CCCO2,1.51
CC(C)Cc1c2c(c(CC(C)C)c3nsnc13)C1CCC2CC1,1.24
CN1CCc2c3c(c4nsnc4c21)OCCO3,1.44
CCCCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2C1,1.33
CC(C)Nc1c2c(cc3nsnc13)CCO2,1.42
COc1c(OC)c(OC)c2nsnc2c1C,1.61
CCCCN1c2cc3nsnc3cc2N(C)C1OC,1.1
CC1Cc2cc(N(C)C)c3nsnc3c2O1,1.45
CCC1COc2cc3nsnc3c(C)c21,1.52
CCCNc1c2c(c(OCCC)c3nsnc13)C1CCC2C1,1.38
CCc1c(CC(C)C)c(C)cc2nsnc12,1.57
CCNc1c(C)cc(NC)c2nsnc12,1.49
CCCc1c2c(cc3nsnc13)C(CC)CO2,1.42
CCCOc1c2c(cc3nsnc13)CCC2C,1.57
CCc1c(C)cc(OC)c2nsnc12,1.5
CC(C)Cc1cc2c(c3nsnc13)OC(C)C2,1.53
CCCCOc1cc(CC)c2nsnc2c1,1.52
CC1COc2c(c3c(c4nsnc24)CCC3)C1,1.46
COCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,1.43
COc1cc2nsnc2c2c1COCC2,1.5
Cc1c2c(cc3nsnc13)OC(C)CO2,1.48
COc1cc2nsnc2cc1OC(C)C,1.6
C/C([O-])=[NH+]\c1cc2c(c3nsnc13)C(C)CC2,1.7
COc1c2c(cc3nsnc13)OCCOC2,1.57
CC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)C1CCC2C1,1.61
CCN1c2cc3nsnc3cc2CCC1C,1.39
CCN(c1ccc2nsnc2c1C)C(C)C,1.51
CCCCc1c(OC(C)C)ccc2nsnc12,1.56
CCCCc1cc(OC)c(C)c2nsnc12,1.48
CCc1c(N(C)C)c(C)cc2nsnc12,1.53
CCc1c2c(c(NC(C)C)c3nsnc13)OCCO2,1.55
CNc1c(OC)cc(C)c2nsnc12,1.48
CCC(C)/[N+](=C(/C)[O-])c1cccc2nsnc12,1.83
CCC(C)Oc1ccc2nsnc2c1C,1.65
CCC1COc2c(c(OC)c3nsnc3c2OC)O1,1.61
CCc1ccc(C(C)CC)c2nsnc12,1.59
C/C([O-])=[N+](\c1c2c(c(C)c3nsnc13)C1CCC2CC1)C(C)C,1.56
CCc1cc2nsnc2c2c1OCC(CC)O2,1.47
CCNc1cc2c(c3nsnc13)CCCC2,1.59
CCCN(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.33
CC1Cc2c3c(c4nsnc4c2C1)OCCO3,1.45
CNc1c2c(cc3nsnc13)OCCO2,1.44
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)CCO2,1.6
Cc1c2c(cc3nsnc13)N(C)CN2CCN(C)C,1.21
COc1cc2nsnc2c2c1C(C)C(C)O2,1.49
CN(C)CCN1CCN(C)c2cc3nsnc3cc21,1.17
CCc1c2c(cc3nsnc13)CCCO2,1.5
CN1CCc2c3c(c4nsnc4c21)CCC3,1.43
CCCc1c2c(cc3nsnc13)N(C)CCN2CC,1.28
Cc1c2c(cc3nsnc13)N(C)CN2C,1.15
CCCN1CCN(C)c2c1cc1nsnc1c2OC,1.21
CCCN(C)c1c2c(c(C)c3nsnc13)OCCO2,1.31
CCOc1c(CC)cc(OC)c2nsnc12,1.69
CCN1CN(C)c2c1cc1nsnc1c2OC(C)C,1.17
CCN1CCN(CCOC)c2c1cc1nsnc1c2OC,1.28
CCNc1c2c(c(OC)c3nsnc13)N(C)CN2C,1.17
CCc1cc(/[NH+]=C(\C)[O-])c2nsnc2c1,1.74
CCC(C)N(C)CCc1c2c(cc3nsnc13)C1CCC2C1,1.2
CC/C([O-])=[NH+]\c1cc(C(C)C)cc2nsnc12,1.73
CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)CCC2,1.68
CCCc1ccc2nsnc2c1OCC,1.63
CCN(CC)c1cc(OC)c2nsnc2c1,1.29
CCCc1cc(C)c2nsnc2c1C,1.47
CCOc1ccc(CC(C)C)c2nsnc12,1.68
CCOc1cc2nsnc2c2c1OCC(C)O2,1.34
CCN(CCOC)c1c2c(cc3nsnc13)C1CCC2CC1,1.48
CCOc1c2c(c(/[NH+]=C(/[O-])CC)c3nsnc13)C1CCC2CC1,1.66
COc1c(C)cc2nsnc2c1C(C)C,1.46
C1CCc2c(c3c(c4nsnc24)CCC3)OC1,1.54
CC(C)CN(C)CCc1c2c(cc3nsnc13)C1CCC2C1,1.46
CCc1cc2nsnc2c(OC)c1OC,1.63
COc1cc(C)c2nsnc2c1OC(C)C,1.6
CCN1CCCc2cc3nsnc3cc21,1.35
CCOCCc1c2c(c(NC)c3nsnc13)C1CCC2C1,1.37
CCCN1CCN(C)c2cc3nsnc3c(OC(C)C)c21,1.31
Cc1c2c(c(OCCN(C)C)c3nsnc13)C1CCC2C1,1.46
CCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.32
CCc1c2c(c(C)c3nsnc13)N(C)CN2C(C)C,1.1
CCC(C)C1COc2c(cc3nsnc3c2OC)O1,1.44
Cc1c2c(c(OC(C)C)c3nsnc13)OCCO2,1.47
COc1cc2nsnc2c2c1N(C)CCC2,1.45
COc1c(N(C)C)ccc2nsnc12,1.67
CCN(C)c1cc2nsnc2cc1C,1.52
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)CC(C)O2,1.65
CCC1COc2c(c(OC)c3nsnc3c2C)O1,1.49
COc1cc2nsnc2c2c1CCO2,1.51
CCc1cc2nsnc2c(NC)c1N(C)C,1.48
COCCc1c2c(c(C)c3nsnc13)C1CCC2C1,1.35
CCc1c2c(cc3nsnc13)N(C)CN2CC,1.04
CC1Cc2ccc3nsnc3c2N(C)C1,1.48
CCN1CC(C)c2c1ccc1nsnc21,1.46
CNc1cc(CC(C)C)cc2nsnc12,1.44
CNc1c2c(c(N(C)CC(C)C)c3nsnc13)C1CCC2CC1,1.36
CCCCc1c(C)c(OC)cc2nsnc12,1.41
CC(C)Oc1c2c(cc3nsnc13)C1CCC2C1,1.48
CCOc1c(C)c2c(c3nsnc13)CCO2,1.52
CCCc1c(C)c(NC)c2nsnc2c1C,1.41
CCN1CCN(C)c2c1c(C)c1nsnc1c2C,1.3
CNc1c2c(cc3nsnc13)CCCO2,1.47
CC(C)C1C([O-])=[N+](C)c2c1ccc1nsnc21,1.79
COCCOc1c2c(cc3nsnc13)C1CCC2CC1,1.45
CCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)C1CCC2C1,1.56
CC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CCN2C,1.47
CCc1cc2nsnc2c(C)c1N(C)C,1.54
CCc1cc2nsnc2c2c1C(C)C(C)O2,1.58
CCOc1ccc2nsnc2c1C,1.55
CN(C)c1cc2c(c3nsnc13)N(C)CC2,1.5
CC(C)COc1c2c(cc3nsnc13)CCO2,1.53
CCOC1COc2cc3nsnc3c(C)c21,1.5
CCc1c2c(cc3nsnc13)OCC2C,1.46
CCC(C)Oc1cc2c(c3nsnc13)CCC2,1.45
CC(C)N1CCN(C)c2ccc3nsnc3c21,1.32
Cc1cc2c(c3nsnc13)NCC2,1.5
CCN(c1cc(C)c2nsnc2c1)C(C)C,1.28
CC(C)COc1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.43
CNc1cc2c(c3nsnc13)OC(C)C2C,1.58
CCCc1ccc2nsnc2c1N(C)CC,1.57
CCCCOc1c2c(c(OCC)c3nsnc13)C1CCC2C1,1.5
CCCCOCCc1cccc2nsnc12,1.65
CCN(C)c1c(N(C)C)ccc2nsnc12,1.45
CCN(C)c1c2c(cc3nsnc13)OCC(C)O2,1.44
CCOc1c2c(c(C)c3nsnc13)N(CC)CCN2C,1.29
Cc1ccc2nsnc2c1C(C)C,1.55
CCCOc1c(C)cc2nsnc2c1OC,1.63
