,SMILES,MPP(A),Ered_ag
333,CCNc1cc2c(c3nsnc13)CCO2,0.683136,-2.4400000000000004
334,CNc1c2c(cc3nsnc13)OC(C)C2,0.552833,-2.41
335,CCN1CN(C)c2cc3nsnc3c(NC)c21,0.787453,-2.76
336,CCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,0.907197,-2.67
337,CCCCN1CN(C)c2c1cc1nsnc1c2NC,0.812424,-2.76
338,CCNc1c2c(cc3nsnc13)C1CCC2C1,1.014024,-2.45
339,CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,0.780888,-2.76
340,CCN1c2cc3nsnc3c(NC)c2N(C)C1OC,1.034546,-2.63
341,CCC(C)Nc1cc(OC)cc2nsnc12,0.821327,-2.62
342,CCNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.17154,-2.66
343,COCCN1CN(C)c2c1cc1nsnc1c2C,0.67756,-2.6900000000000004
344,CCCN1CN(CC)c2cc3nsnc3c(C)c21,0.759927,-2.84
345,CCCN1CN(C)c2cc3nsnc3cc21,0.640234,-2.75
346,CCCc1cc(NCC)c2nsnc2c1,0.956033,-2.38
347,CCNc1c2c(c(CC)c3nsnc13)OC(C)CO2,0.768231,-2.54
348,CCCN1c2c(cc3nsnc3c2C)N(C)C1OC,0.906759,-2.74
349,CNc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,1.102965,-2.88
350,CCC1Oc2cc3nsnc3c(C)c2OC1C(C)C,0.751272,-2.43
351,CCCC1Oc2c(cc3nsnc3c2NC)OC1C,0.896534,-2.5700000000000003
352,CC(C)CNc1c2c(cc3nsnc13)N(C)CN2C,1.054444,-2.48
353,CNc1c2c(c(C)c3nsnc13)OC(C)C(C)O2,0.881035,-2.41
354,CNc1c2c(c(C)c3nsnc13)CCN2C,0.600709,-2.56
355,Cc1c2c(c(C)c3nsnc13)C(C)(C)CO2,0.896676,-2.4400000000000004
356,CCC1CNc2c1c(OC)cc1nsnc21,0.59756,-2.43
357,CNc1c2c(cc3nsnc13)N(CCOC)CN2C,1.074261,-2.8
358,CNc1c2c(c(C)c3nsnc13)C1CCC2C1,0.892387,-2.52
359,CCCN1CN(C)c2c1c(C)c1nsnc1c2C,0.826033,-2.74
360,CCNc1cc2c(c3nsnc13)C(CC)CO2,0.804093,-2.48
361,CNc1c2c(c(C)c3nsnc13)N(C)CCN2C,0.915725,-2.47
362,CCCOc1cc2nsnc2c2c1OCCN2,0.665442,-2.5
363,CC1Cc2cc3nsnc3c(N(C)C)c2O1,0.77696,-2.4000000000000004
364,CCOc1cc2nsnc2c2c1OC(C)CO2,0.564294,-2.5
365,CCNc1c2c(cc3nsnc13)N(C)CC2,0.558425,-2.5300000000000002
366,CCNc1c2c(c(C)c3nsnc13)OC(CC)CO2,0.738318,-2.48
367,CCC1COc2c1c(C)c1nsnc1c2C,1.038939,-2.41
368,CCNc1c2c(cc3nsnc13)OC(CC)CO2,0.602253,-2.45
369,CCC(C)N1CN(C)c2cc3nsnc3c(NC)c21,1.02821,-2.94
370,CCCNc1cc(CC)cc2nsnc12,0.652818,-2.4400000000000004
371,CCOc1cc(NC)c2nsnc2c1CC,0.661644,-2.47
372,Cc1c2c(c(C)c3nsnc13)C(C)CO2,0.762886,-2.45
373,CNc1c2c(cc3nsnc13)OCCCC2,0.708148,-2.42
374,CCNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,0.876861,-2.75
375,CCCN(CC(C)C)c1ccc2nsnc2c1,0.954102,-2.52
376,CCc1c2c(c(C)c3nsnc13)OCC2,0.705938,-2.46
377,CCNc1c2c(c(C)c3nsnc13)OC(C)CO2,0.838961,-2.4000000000000004
378,CNc1c2c(cc3nsnc13)OCC2C,0.822557,-2.5300000000000002
379,CNc1c2c(c(C)c3nsnc13)N(C)CN2C,0.589518,-2.73
380,CCc1c2c(c(NC)c3nsnc13)N(CC)CN2C,0.892271,-2.52
381,CNc1c2c(cc3nsnc13)C1CCC2C1,0.901498,-2.41
382,CCNc1c2c(cc3nsnc13)OC(C)C(CC)O2,0.717209,-2.35
383,C1COc2c3c(c4nsnc4c2C1)NCCO3,0.611521,-2.51
384,COCCOC1N(C)c2cc3nsnc3cc2N1C,1.059065,-2.99
385,CCC1COc2cc3nsnc3c(NC)c21,1.103683,-2.5
386,CNc1c2c(cc3nsnc13)N(C)CN2CCOC,1.245711,-2.55
387,CCC1Cc2c(cc(NC)c3nsnc23)O1,0.859371,-2.41
388,CCCNc1c2c(cc3nsnc13)OC(C)CO2,0.904907,-2.39
389,CC1Cc2c(cc3nsnc3c2C(C)C)O1,0.923354,-2.46
390,CCc1c2c(c(C)c3nsnc13)CCO2,0.69397,-2.45
391,CCNc1c2c(cc3nsnc13)OC(C)CO2,0.840457,-2.6
392,CCCN1CN(C)c2c1c(C)c1nsnc1c2NC,0.934325,-2.6900000000000004
393,CCCNc1c2c(cc3nsnc13)N(C)CN2C,0.724449,-2.6
394,CCC1Oc2cc3nsnc3c(NC)c2OC1C,0.764406,-2.41
395,Cc1c2c(c(C)c3nsnc13)OCC2,0.519982,-2.46
396,CCCCN1CN(CCC)c2cc3nsnc3c(C)c21,0.820113,-2.97
397,CCCOc1cc(N(C)C)c2nsnc2c1,0.692529,-2.49
398,CCN1CN(C)c2c1cc1nsnc1c2NC,0.757742,-2.71
399,CCCCc1cc(NCC)c2nsnc2c1,0.796646,-2.37
400,COc1cc2nsnc2c2c1OCCN2,0.500833,-2.48
401,CC(C)Oc1c2c(cc3nsnc13)OCC(C)O2,0.873302,-2.33
402,CCCN1CN(C)c2c1c(NC)c1nsnc1c2C,0.825996,-2.63
403,CNc1c2c(cc3nsnc13)OC(C)C(C)O2,0.892477,-2.3600000000000003
404,CCNc1c2c(cc3nsnc13)OC(C)C2,0.586109,-2.66
405,CCN1c2cc3nsnc3c(OC)c2N(C)C1OC,0.938043,-2.6
406,CNc1c2c(c(C)c3nsnc13)OC(C(C)C)CO2,0.937574,-2.4000000000000004
407,Cc1c2c(cc3nsnc13)OC(C)C2C,0.731426,-2.26
408,CCNc1c2c(cc3nsnc13)OC(C(C)C)CO2,0.673529,-2.43
409,CCOc1cc2nsnc2c2c1OCCN2,0.531511,-2.52
410,CCCCN1CN(CC)c2cc3nsnc3c(NC)c21,0.721549,-2.77
411,CCNc1c2c(cc3nsnc13)OCC(C(C)C)O2,0.875114,-2.42
412,CCCCN1CN(CC)c2c1cc1nsnc1c2NC,1.227338,-2.71
413,CCNc1c2c(c(C)c3nsnc13)OCC(C)O2,0.809539,-2.47
414,CCCNc1c2c(cc3nsnc13)OCC(CC)O2,0.935446,-2.49
415,CCC1Oc2c(cc3nsnc3c2C)OC1C,1.136222,-2.26
416,Cc1c2c(cc3nsnc13)OC(C)C2,0.563336,-2.41
417,CCCCNc1c2c(cc3nsnc13)N(C)CN2CC,0.708932,-2.74
418,CNc1cc2c(c3nsnc13)CCCCO2,0.623836,-2.5300000000000002
419,CCCNc1c2c(cc3nsnc13)N(CCC)CN2C,1.192715,-2.71
420,CCC1Cc2c(cc3nsnc3c2C)O1,0.84791,-2.41
421,CCCNc1c2c(cc3nsnc13)OCC(C)O2,0.819904,-2.5300000000000002
422,CCNc1c2c(c(C)c3nsnc13)OCC2,0.79526,-2.46
423,CCOc1cc2nsnc2c(NC)c1OC,0.872461,-2.34
424,CCCN1CN(CC)c2c1cc1nsnc1c2NC,1.011891,-2.6900000000000004
425,CCN1CN(CC(C)C)c2cc3nsnc3c(NC)c21,1.062508,-2.76
426,CNc1c2c(cc3nsnc13)OC(C(C)C)CO2,0.880669,-2.43
427,COc1c2c(cc3nsnc13)N(C)CCN2C(C)C,1.016852,-2.7
428,CCC(C)Nc1c2c(cc3nsnc13)N(CC)CN2C,0.996758,-2.6100000000000003
429,CCCNc1c2c(cc3nsnc13)C1CCC2C1,0.978254,-2.27
430,CNc1c2c(cc3nsnc13)N(C)CN2C,0.595093,-2.58
431,CCCNc1c2c(c(CC)c3nsnc13)OCCO2,0.694162,-2.42
432,CCC1Oc2cc3nsnc3c(C)c2OC1CC,1.024738,-2.52
433,CCCN1CN(CCOC)c2cc3nsnc3cc21,0.730691,-2.83
434,CCc1c2c(c(NC)c3nsnc13)OCC(C)O2,0.843382,-2.41
435,CC1(C)CNc2c1c1c(c3nsnc23)CCO1,0.897624,-2.41
436,CCc1c2c(c(NC)c3nsnc13)OC(C)CO2,0.715343,-2.54
437,CCc1c(OC)cc(NC)c2nsnc12,0.650733,-2.46
438,CNc1c2c(c(C)c3nsnc13)OC(C)CO2,0.805362,-2.41
439,CCCCNc1cc(OC)cc2nsnc12,0.504752,-2.52
440,CCC1Cc2cc3nsnc3c(C)c2O1,0.839433,-2.3600000000000003
441,CNc1cc2c(c3nsnc13)C(C)(C)CO2,0.879485,-2.46
442,CC(C)Nc1c2c(cc3nsnc13)N(C)CN2C,0.891845,-2.83
443,CCCNc1c2c(cc3nsnc13)N(CC)CN2C,0.800649,-2.8
444,CCC1COc2c(c(OC)cc3nsnc23)O1,0.591759,-2.49
445,CCCC1Oc2cc3nsnc3c(NC)c2OC1C,0.931047,-2.42
446,CCC(C)N1CN(CC)c2cc3nsnc3c(OC)c21,0.966733,-2.58
447,CCCOc1cc(NC)c2nsnc2c1C,0.63591,-2.45
448,CCNc1c2c(c(CC)c3nsnc13)OCCO2,0.695666,-2.63
449,CCCCC1COc2c(cc3nsnc3c2NC)O1,0.661716,-2.4000000000000004
450,CNc1cc2c(c3nsnc13)C(C)CO2,0.699752,-2.45
451,CCCC1COc2c(c(NC)c3nsnc3c2C)O1,0.826809,-2.5
452,COc1cc2nsnc2c2c1OC(C)CO2,0.825537,-2.3600000000000003
453,CCc1c2c(cc3nsnc13)OCC(C(C)C)O2,1.111517,-2.33
454,CCC1COc2c(c(NC)c3nsnc3c2C)O1,0.744167,-2.48
455,CCCCNc1c2c(c(C)c3nsnc13)OCCO2,0.638774,-2.49
456,COCCNc1c2c(cc3nsnc13)N(C)CN2C,0.755052,-2.74
457,CCCC1COc2c(cc3nsnc3c2NC)O1,0.600377,-2.43
458,CNc1c2c(cc3nsnc13)OCC(C(C)C)O2,0.600021,-2.45
459,CCCC1COc2cc3nsnc3c(NC)c2O1,1.126328,-2.4000000000000004
460,CCCCNc1c2c(cc3nsnc13)OC(C)CO2,0.750225,-2.56
461,CC(C)C1Oc2cc3nsnc3cc2OC1C(C)C,1.036944,-2.42
462,CCOc1c(OC)cc2nsnc2c1NC,0.632802,-2.4400000000000004
463,CNc1c2c(c(C)c3nsnc13)OCC(C)O2,0.807579,-2.41
464,CCCC1COc2cc3nsnc3c(NCC)c2O1,0.642067,-2.67
465,CC(C)CNc1c2c(cc3nsnc13)OCCO2,0.652745,-2.4400000000000004
466,CNc1c2c(cc3nsnc13)OCC2OC,0.604409,-2.39
467,CCC(C)C1COc2c(cc3nsnc3c2NC)O1,1.027966,-2.46
468,CCCNc1c2c(cc3nsnc13)OCCO2,0.57788,-2.41
469,CCCCC1COc2cc3nsnc3c(NCC)c2O1,1.283642,-2.58
470,CNc1c2c(cc3nsnc13)OCC(CCOC)O2,0.901711,-2.45
471,CCNc1c2c(c(C)c3nsnc13)N(C)CN2C,0.622824,-2.81
472,CNc1c2c(cc3nsnc13)OCC(CC(C)C)O2,1.010881,-2.35
473,CCC1Oc2cc3nsnc3c(NC)c2OC1CC,0.724953,-2.46
474,CCc1c2c(c(NC)c3nsnc13)CCO2,0.712966,-2.59
475,CCC1COc2cc3nsnc3c(NC)c2O1,0.658608,-2.4400000000000004
476,CCC1COc2c(c(C)c3nsnc3c2NC)O1,0.615534,-2.47
477,CCCNc1c2c(c(C)c3nsnc13)OCCO2,0.661484,-2.46
478,Cc1c2c(cc3nsnc13)OCC2(C)C,0.914341,-2.38
479,CC(C)c1c2c(cc3nsnc13)OCC2C,0.978588,-2.33
480,CCCC1Oc2cc3nsnc3c(C)c2OC1CC,0.981173,-2.29
481,CCC1COc2cc(NC)c3nsnc3c21,0.610171,-2.46
482,CCNc1c2c(cc3nsnc13)OCCO2,0.80903,-2.58
483,CC(C)c1c2c(cc3nsnc13)OCC2,0.919503,-2.43
484,CC(C)Oc1cc2nsnc2c2c1OCCN2,0.813444,-2.39
485,CCN1CCN(C)c2c1c(NC)c1nsnc1c2OC,1.074365,-2.4400000000000004
486,CCCNc1c2c(c(C)c3nsnc13)N(C)CN2C,0.695657,-2.58
487,CCN1CN(CC(C)C)c2cc3nsnc3c(OC)c21,0.971959,-2.75
488,CNc1c2c(cc3nsnc13)OCC(C)O2,0.567972,-2.42
489,CCNc1c(N(C)CC)ccc2nsnc12,0.952357,-2.14
490,CNc1c2c(cc3nsnc13)OC(C)CO2,0.568841,-2.48
491,CCN1CN(CC)c2c1cc1nsnc1c2NC,0.962889,-2.64
492,CNc1c2c(c(C)c3nsnc13)OCC2,0.535443,-2.5
493,CCCNc1c2c(cc3nsnc13)OCC2,0.542791,-2.64
494,CCNc1c(N(C)C)ccc2nsnc12,0.87487,-2.29
495,CCN1CN(CCN(C)C)c2cc3nsnc3cc21,0.794524,-2.79
496,CCC(C)C1COc2cc3nsnc3c(NC)c2O1,0.680925,-2.46
497,CCCOc1c2c(c(CCC)c3nsnc13)C1CCC2C1,1.05931,-2.47
498,CCC1COc2c(cc3nsnc3c2NC)O1,0.611573,-2.42
499,c1cc2nsnc2c2c1CCCN2,0.515107,-2.37
500,CCNc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2C1,1.105183,-2.22
501,CCNc1c2c(c(OC(C)C)c3nsnc13)C1CCC2CC1,1.221486,-2.26
502,CCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,1.429391,-2.49
503,CCC(C)OCCc1c2c(cc3nsnc13)C1CCC2CC1,1.138149,-2.3
504,CC(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.060127,-2.56
505,CNc1cc(OC)c(C)c2nsnc12,0.436475,-2.46
506,CCN(C)c1c(OC)cc2nsnc2c1C,0.992236,-2.21
507,Cc1c2c(c(NC(C)C)c3nsnc13)OCCO2,0.884969,-2.7
508,CC1Cc2c(OC(C)C)cc3nsnc3c2N1,0.940359,-2.42
509,COc1c2c(c(C)c3nsnc13)CCC2,0.619234,-2.35
510,COCCOCCc1c2c(cc3nsnc13)C1CCC2CC1,1.210611,-2.4400000000000004
511,Cc1c2c(cc3nsnc13)OC(C(C)C)CO2,0.829748,-2.35
512,CCc1cc2nsnc2c2c1CCC([O-])=[NH+]2,0.526826,-2.14
513,CCCN1CCCc2cc3nsnc3cc21,0.848131,-2.55
514,CN1CCc2c(ccc3nsnc23)C1,0.535449,-2.52
515,CCc1c2c(c(CCN(C)CC)c3nsnc13)C1CCC2C1,0.934481,-2.49
516,CCc1ccc(NC(C)C)c2nsnc12,0.879967,-2.39
517,CCCc1c2c(c(OC)c3nsnc13)OCCO2,0.852797,-2.41
518,Cc1cc2c(c3nsnc13)OCCN2C,0.538471,-2.41
519,CCN1CN(C)c2c1c(OC)c1nsnc1c2OC,0.886155,-2.6
520,Cc1cc2nsnc2c2c1C(N(C)C)CO2,1.00634,-2.25
521,C1COc2c3c(c4nsnc4c2N1)CCO3,0.548865,-2.46
522,CCN1CN(C)c2c1c(NC)c1nsnc1c2OC,0.807456,-2.76
523,Cc1cc(CC(C)C)c(C)c2nsnc12,0.861329,-2.33
524,CCN1CCN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.320048,-2.4400000000000004
525,COc1cc2c(c3nsnc13)OC(C)CO2,0.837741,-2.34
526,CCCc1c2c(c(C(C)CC)c3nsnc13)C1CCC2C1,1.265293,-2.47
527,CCCc1cc2nsnc2c(C)c1CC,0.978286,-2.34
528,CC/C([O-])=[N+](\c1c2c(cc3nsnc13)C1CCC2CC1)C(C)C,1.702225,-2.22
529,CCCCc1c2c(c(CCOC)c3nsnc13)C1CCC2C1,1.176219,-2.51
530,CCOc1c2c(cc3nsnc13)OCC(C)O2,0.640904,-2.29
531,CCCCOc1c2c(c(CCC)c3nsnc13)C1CCC2CC1,1.022274,-2.35
532,CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,1.003388,-2.68
533,CCCc1c2c(c(CC)c3nsnc13)C1CCC2C1,0.966769,-2.56
534,CC/C([O-])=[NH+]\c1c2c(c(OC)c3nsnc13)OCCO2,1.119668,-2.16
535,CN1CCOCc2c1ccc1nsnc21,0.67978,-2.37
536,COc1cc(C)c2nsnc2c1NC(C)C,0.848717,-2.6100000000000003
537,CCCc1c(OC)cc(C)c2nsnc12,0.683514,-2.34
538,COc1cc2c(c3nsnc13)OCCO2,0.515381,-2.33
539,CCC(C)c1cc(C)c(OC)c2nsnc12,1.194935,-2.3200000000000003
540,CCOc1ccc2nsnc2c1NC,0.466578,-2.34
541,CN(C)CCN(C)c1cccc2nsnc12,1.031679,-2.4000000000000004
542,COc1c(C)cc2nsnc2c1/[NH+]=C(\C)[O-],1.08159,-2.1100000000000003
543,COc1cc2c(c3nsnc13)OCC2OC,0.693367,-2.09
544,COc1c2c(c(C)c3nsnc13)CCO2,0.605325,-2.38
545,CCc1c2c(c(CC)c3nsnc13)C1CCC2CC1,1.146405,-2.46
546,CCCCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.246008,-2.45
547,CN1CC(C)(C)c2c1ccc1nsnc21,0.900964,-2.3600000000000003
548,CCOc1c2c(cc3nsnc13)N(C)CN2C(C)C,0.926453,-2.7
549,COc1cc2c(c3nsnc13)[N+](C)=C([O-])C2,0.43566,-2.2
550,CCCc1c2c(c(OC)c3nsnc13)N(C)CN2C,0.8381,-2.67
551,CCOC1N(C)c2cc3nsnc3cc2N1C,0.928748,-2.88
552,CCOc1c2c(c(OC)c3nsnc13)N(C)CCN2C,0.937922,-2.54
553,CCCCc1c2c(cc3nsnc13)N(C)CCN2C,0.849769,-2.5700000000000003
554,CCCOc1c2c(cc3nsnc13)N(C)CCN2C,0.820483,-2.49
555,CNc1cc(CCOC)cc2nsnc12,0.80506,-2.3600000000000003
556,CCCc1c(C)cc(C)c2nsnc12,0.92733,-2.2800000000000002
557,CC1CCc2c(c3c(c4nsnc24)NCC3)O1,0.830542,-2.46
558,CCCCNc1c2c(cc3nsnc13)N(C)CCN2C,0.86362,-2.62
559,CCCC1Oc2ccc3nsnc3c2OC1C,1.125765,-2.24
560,CCOc1c2c(c(NC)c3nsnc13)N(C)CN2C,0.751404,-2.58
561,CC(C)Cc1cc2c(c3nsnc13)CCCO2,0.935176,-2.3600000000000003
562,CNc1c2c(c(CCOC)c3nsnc13)OCCO2,0.91168,-2.43
563,CCCCNc1c2c(c(NCC)c3nsnc13)C1CCC2CC1,1.334237,-2.39
564,CC1COc2c(cc3nsnc3c2N(C)C)O1,0.775499,-2.39
565,CCc1cc2c(c3nsnc13)OCC(CC)O2,0.849564,-2.29
566,CCCCc1ccc(C(C)C)c2nsnc12,0.859201,-2.34
567,CCCOc1c2c(cc3nsnc13)OC(C)C2,0.625814,-2.34
568,CCCN1CCN(C)c2c1c(C)c1nsnc1c2CC,1.254156,-2.59
569,CCOc1cc2nsnc2c2c1CCC2,0.550428,-2.4000000000000004
570,CCc1c(OC)cc(N(C)C)c2nsnc12,0.720534,-2.52
571,CCc1cc2c(c3nsnc13)NCCO2,0.67951,-2.39
572,CCC1COc2c1cc1nsnc1c2C,0.599686,-2.33
573,CCOc1c2c(c(NC)c3nsnc13)OCC(C)O2,0.647584,-2.4000000000000004
574,CCC(C)N1CCN(C(C)C)c2cc3nsnc3c(C)c21,1.192303,-2.52
575,c1cc2nsnc2c2c1OCCN2,0.463267,-2.33
576,CCCCN1CN(C)c2c1cc1nsnc1c2CCC,0.828211,-2.74
577,CCc1c2c(c(C)c3nsnc13)CC(C)C2,0.738119,-2.4400000000000004
578,CCOCCN1CCN(C)c2cc3nsnc3c(OC)c21,0.781218,-2.5
579,Cc1c2c(cc3nsnc13)N(C)CCC2,0.568252,-2.5300000000000002
580,CCC1Cc2c(C)cc3nsnc3c2[NH+]=C1[O-],0.59338,-2.18
581,COc1cc2c(c3nsnc13)NCC(C)C2,0.555883,-2.39
582,CC(C)COCCC1COc2cc3nsnc3cc2O1,0.940141,-2.2
583,Cc1cc2nsnc2c2c1OC(C(C)C)CO2,0.874388,-2.3600000000000003
584,CCCc1ccc(/[NH+]=C(\C)[O-])c2nsnc12,0.759231,-2.13
585,CCOc1c2c(cc3nsnc13)OCC(CC)O2,0.671275,-2.35
586,CC/C([O-])=[N+](/C)c1cccc2nsnc12,1.159533,-1.98
587,CCc1c(N(C)C)ccc2nsnc12,0.96441,-2.39
588,Cc1cc2nsnc2c(OC(C)C)c1C,0.841449,-2.31
589,CCC1COc2cc3nsnc3c(NC(C)C)c2O1,0.879357,-2.58
590,Cc1cc(C(C)C)c2nsnc2c1C,0.89769,-2.35
591,Cc1c2c(c3nsnc3c1C)OCCC2,0.582886,-2.42
592,COCCNc1c2c(cc3nsnc13)OC(C)CO2,0.714293,-2.4000000000000004
593,CCC(C)N1CCN(C)c2cc3nsnc3cc21,0.999845,-2.62
594,COCCc1c2c(c(C)c3nsnc13)C1CCC2CC1,1.254314,-2.45
595,CCNc1ccc(CCOC)c2nsnc12,1.063772,-2.47
596,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C(C)C,0.989851,-2.4400000000000004
597,CCCCc1ccc2nsnc2c1C,0.835117,-2.3200000000000003
598,COc1c2c(cc3nsnc13)OCC(C)O2,0.627498,-2.35
599,CCc1ccc(NC(C)CC)c2nsnc12,0.881836,-2.39
600,CC/[N+](=C(/C)[O-])c1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.414313,-2.1900000000000004
601,CCCOc1c2c(c(C)c3nsnc13)OCC(C)O2,0.737353,-2.3600000000000003
602,CCCCN(CC)c1c2c(cc3nsnc13)C1CCC2C1,1.378683,-2.45
603,COc1c2c(cc3nsnc13)C1CCC2C1,0.920601,-2.3600000000000003
604,CCOCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,0.854718,-2.56
605,CCCCNc1cc2c(c3nsnc13)CCC2,0.580483,-2.42
606,C/C([O-])=[N+]1/CCC(C)c2ccc3nsnc3c21,0.974554,-2.09
607,CCCc1c(C(C)C)ccc2nsnc12,1.08673,-2.24
608,CCN1CCN(CCOC)c2cc3nsnc3cc21,0.811038,-2.66
609,CCCc1c2c(cc3nsnc13)N(C)CN2C,0.720962,-2.72
610,CCOc1cc(OC)c2nsnc2c1CC,0.679214,-2.37
611,CCOc1c2c(cc3nsnc13)OC(C)CO2,0.640031,-2.29
612,C/C([O-])=[NH+]\c1cc2c(c3nsnc13)CC(C)O2,0.593601,-2.14
613,CNc1c2c(c(NCCOC)c3nsnc13)C1CCC2CC1,0.998381,-2.47
614,CCN(C)CCOc1c2c(cc3nsnc13)C1CCC2CC1,1.008416,-2.25
615,CN(C)c1c2c(cc3nsnc13)N(C)CC2,0.782657,-2.55
616,CCCc1c2c(c(NCCOC)c3nsnc13)C1CCC2CC1,1.063127,-2.4400000000000004
617,COc1ccc(N(C)C)c2nsnc12,0.596041,-2.42
618,CC/C([O-])=[NH+]\c1cc(OC)cc2nsnc12,0.567562,-2.1500000000000004
619,CCN(c1c2c(c(C)c3nsnc13)C1CCC2CC1)C(C)C,1.395718,-2.51
620,Cc1cc2c(c3nsnc13)CC(C)C2,0.79773,-2.29
621,CCCc1c2c(cc3nsnc13)C1CCC2C1,0.952131,-2.43
622,CCOc1ccc2nsnc2c1/[NH+]=C(\C)[O-],0.768445,-2.14
623,CC(C)C/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,1.17809,-2.2
624,COc1c(C)c(CC(C)C)cc2nsnc12,0.882518,-2.27
625,CNc1ccc(/[N+](C)=C(\C)[O-])c2nsnc12,1.15652,-2.21
626,Cc1c2c(c3nsnc3c1C)C(C)C(C)O2,0.742575,-2.35
627,CCN(C)c1cccc2nsnc12,1.107396,-2.1900000000000004
628,CCOc1c(C)cc(OC)c2nsnc12,0.583822,-2.45
629,CC(C)COc1cc2nsnc2c2c1OCC2,0.707774,-2.48
630,CC1Cc2c3c(c4nsnc4c2C1)CCC3,0.636263,-2.37
631,CCNc1cc2c(c3nsnc13)CCC2C,0.725326,-2.42
632,COc1c(C)c(N(C)C)cc2nsnc12,0.748382,-2.3200000000000003
633,CCOc1c(C)c(OC)c(C)c2nsnc12,0.660659,-2.29
634,CCc1c(OC)c(OC)c2nsnc2c1C,0.986995,-2.2800000000000002
635,CCCOc1c(CC)ccc2nsnc12,0.735813,-2.22
636,CCc1c2c(c3nsnc3c1C)CC(C)C2,0.867425,-2.3600000000000003
637,Cc1cc2c(c3nsnc13)CCO2,0.477524,-2.31
638,CCCc1cc2nsnc2c2c1CCCO2,0.719287,-2.38
639,CCNc1c2c(c(NC)c3nsnc13)N(C)CCN2C,0.949601,-2.52
640,CCN(C)c1cc2c(c3nsnc13)NCC2,0.978474,-2.4000000000000004
641,Cc1ccc2nsnc2c1N(C)CC(C)C,1.256873,-2.27
642,COc1c2c(cc3nsnc13)N(C)CC2C,0.689414,-2.49
643,CCCCN1CCCc2cc3nsnc3cc21,1.06764,-2.34
644,CCC1COc2c(cc(C)c3nsnc23)O1,0.613165,-2.38
645,CNc1c2c(c(OC)c3nsnc13)CCO2,0.563761,-2.4000000000000004
646,CCc1c2c(cc3nsnc13)OCCN2CC,1.005664,-2.4400000000000004
647,CCOc1c(CC)c(C)cc2nsnc12,0.686049,-2.2800000000000002
648,CC(C)CN(C)c1ccc2nsnc2c1,0.819558,-2.45
649,CCCCN(C)c1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.507744,-2.34
650,CCc1c(OC)c(OC)c(C)c2nsnc12,1.015922,-2.33
651,CCCOc1c(OC)cc(C)c2nsnc12,0.62385,-2.27
652,CCc1c2c(c(NC(C)C)c3nsnc13)C1CCC2CC1,1.188218,-2.6100000000000003
653,CC(C)C1Oc2ccc3nsnc3c2OC1C,0.870315,-2.37
654,CCC1COc2c(C)cc3nsnc3c21,0.635292,-2.37
655,Cc1cc2nsnc2c2c1CCO2,0.477819,-2.2800000000000002
656,CCC(C)N1CCOc2cc3nsnc3cc21,1.193146,-2.49
657,CCc1cc(NC)c2nsnc2c1C,0.662064,-2.43
658,CCC(C)N1CN(CC)c2c1cc1nsnc1c2OC,1.007517,-2.75
659,Cc1cc2nsnc2c2c1CC(C)CO2,0.580218,-2.41
660,CCC(C)N(C)c1cccc2nsnc12,1.094165,-2.2800000000000002
661,CCOc1ccc2nsnc2c1CCOC,0.654868,-2.27
662,CCCOc1c2c(cc3nsnc13)CCCO2,0.732594,-2.27
663,CCc1cc(OC(C)CC)cc2nsnc12,1.073775,-2.39
664,CCC(C)N(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.376067,-2.52
665,CCOc1cc(N(C)CC)c2nsnc2c1,0.869398,-2.5300000000000002
666,CC/C([O-])=[N+](\c1cccc2nsnc12)C(C)C,1.368347,-2.02
667,CCCc1c2c(cc3nsnc13)OC(C)CO2,0.730341,-2.37
668,CCCNc1cc2c(c3nsnc13)OC(C)C2,0.705338,-2.34
669,CNc1c(C(C)C)cc(OC)c2nsnc12,0.956551,-2.27
670,CCCOc1ccc(CC)c2nsnc12,0.74672,-2.31
671,CCC1Cc2c(cc3nsnc3c2OC)O1,0.605353,-2.34
672,CCCOc1cc2nsnc2c(OC)c1C,0.665433,-2.29
673,COCCc1cc2nsnc2c2c1CCC2,0.708505,-2.2800000000000002
674,CCCc1c2c(c(CC)c3nsnc13)C1CCC2CC1,1.057656,-2.52
675,CCCN(C)c1c2c(cc3nsnc13)C1CCC2C1,1.152861,-2.39
