Index,smiles,complexity,atoms,DelE_red(V),MW
312,CNc1c2c(cc3nsnc13)N(CCOC)CCN2C,7,20,1.25,293.1310312
313,CCN1CN(C)c2c1cc1nsnc1c2NC(C)C,6,19,1.18,277.1361166
314,CCCN1CCN(CC)c2cc3nsnc3c(OC)c21,6,20,1.3,292.1357823
315,CCNc1c2c(c(CC)c3nsnc13)C1CCC2C1,4,19,1.53,273.1299686
316,CCNc1c2c(cc3nsnc13)N(C)CN2C(C)C,6,19,1.11,277.1361166
317,CNc1cc2c(c3nsnc13)CC(C)CO2,4,16,1.42,235.077933
318,CCNc1c2c(cc3nsnc13)OCC2C,4,16,1.44,235.077933
319,CCCN1CN(C)c2c1cc1nsnc1c2NC,6,18,1.27,263.1204665
320,CCCN1CCN(C)c2c1c(C)c1nsnc1c2NC,8,20,1.33,291.1517667
321,CNc1c2c(c(C)c3nsnc13)OC(C)C2,6,16,1.27,235.077933
322,CNc1c2c(cc3nsnc13)OCCN2C,4,16,1.4,236.073182
323,CCC1Cc2c(c(C)c3nsnc3c2C)O1,6,16,1.42,234.0826841
324,CCNc1c2c(cc3nsnc13)OC(C)C(C)O2,6,18,1.31,265.0884977
325,CNc1cc2c(c3nsnc13)CCCO2,4,15,1.37,221.062283
326,CCCCNc1cc(C)cc2nsnc12,4,15,1.47,221.0986685
327,CCNc1cc2c(c3nsnc13)C(C)(C)CO2,4,17,1.36,249.0935831
328,CCN1CN(C(C)C)c2c1cc1nsnc1c2NC,6,19,1.05,277.1361166
329,Cc1c2c(c(OC(C)C)c3nsnc13)OC(C)CO2,6,19,1.53,280.0881634
330,CCCCN1CN(CC)c2cc3nsnc3cc21,4,18,1.11,262.1252176
331,CCCN1CN(CC)c2cc3nsnc3c(NC)c21,6,19,1.11,277.1361166
332,CCN1CN(C)c2c1cc1nsnc1c2C,6,16,1.11,234.0939174
333,CCC1Oc2c(cc3nsnc3c2C)OC1C(C)C,6,19,1.33,278.1088988
334,CCNc1cc2c(c3nsnc13)CCO2,4,15,1.41,221.062283
335,CNc1c2c(cc3nsnc13)OC(C)C2,4,15,1.44,221.062283
336,CCN1CN(C)c2cc3nsnc3c(NC)c21,6,17,1.09,249.1048165
337,CCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,4,19,1.18,273.1299686
338,CCCCN1CN(C)c2c1cc1nsnc1c2NC,6,19,1.09,277.1361166
339,CCNc1c2c(cc3nsnc13)C1CCC2C1,2,17,1.4,245.0986685
340,CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,6,20,1.09,291.1517667
341,CCN1c2cc3nsnc3c(NC)c2N(C)C1OC,8,19,1.22,279.1153812
342,CCC(C)Nc1cc(OC)cc2nsnc12,4,16,1.23,237.0935831
343,CCNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,6,20,1.19,291.1517667
344,COCCN1CN(C)c2c1cc1nsnc1c2C,7,18,1.16,264.1044821
345,CCCN1CN(CC)c2cc3nsnc3c(C)c21,6,18,1.01,262.1252176
346,CCCN1CN(C)c2cc3nsnc3cc21,4,16,1.1,234.0939174
347,CCCc1cc(NCC)c2nsnc2c1,4,15,1.47,221.0986685
348,CCNc1c2c(c(CC)c3nsnc13)OC(C)CO2,6,19,1.31,279.1041478
349,CCCN1c2c(cc3nsnc3c2C)N(C)C1OC,8,19,1.11,278.1201322
350,CNc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,8,19,0.97,277.1361166
351,CCC1Oc2cc3nsnc3c(C)c2OC1C(C)C,6,19,1.42,278.1088988
352,CCCC1Oc2c(cc3nsnc3c2NC)OC1C,6,19,1.28,279.1041478
353,CC(C)CNc1c2c(cc3nsnc13)N(C)CN2C,6,19,1.37,277.1361166
354,CNc1c2c(c(C)c3nsnc13)OC(C)C(C)O2,8,18,1.44,265.0884977
355,CNc1c2c(c(C)c3nsnc13)CCN2C,7,16,1.29,234.0939174
356,Cc1c2c(c(C)c3nsnc13)C(C)(C)CO2,6,16,1.41,234.0826841
357,CCC1CNc2c1c(OC)cc1nsnc21,4,16,1.42,235.077933
358,CNc1c2c(cc3nsnc13)N(CCOC)CN2C,7,19,1.05,279.1153812
359,CNc1c2c(c(C)c3nsnc13)C1CCC2C1,4,17,1.33,245.0986685
360,CCCN1CN(C)c2c1c(C)c1nsnc1c2C,8,18,1.11,262.1252176
361,CCNc1cc2c(c3nsnc13)C(CC)CO2,4,17,1.37,249.0935831
362,CNc1c2c(c(C)c3nsnc13)N(C)CCN2C,8,18,1.38,263.1204665
363,CCCOc1cc2nsnc2c2c1OCCN2,3,17,1.35,251.0728477
364,CC1Cc2cc3nsnc3c(N(C)C)c2O1,5,16,1.45,235.077933
365,CCOc1cc2nsnc2c2c1OC(C)CO2,4,17,1.35,252.0568632
366,CCNc1c2c(cc3nsnc13)N(C)CC2,5,16,1.32,234.0939174
367,CCNc1c2c(c(C)c3nsnc13)OC(CC)CO2,6,19,1.37,279.1041478
368,CCC1COc2c1c(C)c1nsnc1c2C,6,16,1.44,234.0826841
369,CCNc1c2c(cc3nsnc13)OC(CC)CO2,5,18,1.4,265.0884977
370,CCC(C)N1CN(C)c2cc3nsnc3c(NC)c21,6,19,0.91,277.1361166
371,CCCNc1cc(CC)cc2nsnc12,4,15,1.41,221.0986685
372,CCOc1cc(NC)c2nsnc2c1CC,6,16,1.38,237.0935831
373,Cc1c2c(c(C)c3nsnc13)C(C)CO2,6,15,1.4,220.067034
374,CNc1c2c(cc3nsnc13)OCCCC2,4,16,1.43,235.077933
375,CCNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,6,20,1.1,291.1517667
376,CCCN(CC(C)C)c1ccc2nsnc2c1,3,17,1.33,249.1299686
377,CCc1c2c(c(C)c3nsnc13)OCC2,6,15,1.39,220.067034
378,CCNc1c2c(c(C)c3nsnc13)OC(C)CO2,6,18,1.45,265.0884977
379,CNc1c2c(cc3nsnc13)OCC2C,4,15,1.32,221.062283
380,CNc1c2c(c(C)c3nsnc13)N(C)CN2C,8,17,1.12,249.1048165
381,CCc1c2c(c(NC)c3nsnc13)N(CC)CN2C,8,19,1.33,277.1361166
382,CNc1c2c(cc3nsnc13)C1CCC2C1,2,16,1.44,231.0830184
383,CCNc1c2c(cc3nsnc13)OC(C)C(CC)O2,6,19,1.5,279.1041478
384,C1COc2c3c(c4nsnc4c2C1)NCCO3,3,17,1.34,249.0571976
385,COCCOC1N(C)c2cc3nsnc3cc2N1C,7,19,0.86,280.0993968
386,CCC1COc2cc3nsnc3c(NC)c21,4,16,1.35,235.077933
387,CNc1c2c(cc3nsnc13)N(C)CN2CCOC,7,19,1.3,279.1153812
388,CCC1Cc2c(cc(NC)c3nsnc23)O1,4,16,1.44,235.077933
389,CCCNc1c2c(cc3nsnc13)OC(C)CO2,4,18,1.46,265.0884977
390,CC1Cc2c(cc3nsnc3c2C(C)C)O1,4,16,1.39,234.0826841
391,CCc1c2c(c(C)c3nsnc13)CCO2,6,15,1.4,220.067034
392,CCNc1c2c(cc3nsnc13)OC(C)CO2,4,17,1.25,251.0728477
393,CCCN1CN(C)c2c1c(C)c1nsnc1c2NC,8,19,1.16,277.1361166
394,CCCNc1c2c(cc3nsnc13)N(C)CN2C,6,18,1.25,263.1204665
395,CCC1Oc2cc3nsnc3c(NC)c2OC1C,6,18,1.44,265.0884977
396,Cc1c2c(c(C)c3nsnc13)OCC2,6,14,1.39,206.0513839
397,CCCCN1CN(CCC)c2cc3nsnc3c(C)c21,6,20,0.88,290.1565177
398,CCCOc1cc(N(C)C)c2nsnc2c1,5,16,1.36,237.0935831
399,CCN1CN(C)c2c1cc1nsnc1c2NC,6,17,1.14,249.1048165
400,CCCCc1cc(NCC)c2nsnc2c1,4,16,1.48,235.1143185
401,COc1cc2nsnc2c2c1OCCN2,3,15,1.37,223.0415475
402,CC(C)Oc1c2c(cc3nsnc13)OCC(C)O2,5,18,1.52,266.0725133
403,CCCN1CN(C)c2c1c(NC)c1nsnc1c2C,8,19,1.22,277.1361166
404,CNc1c2c(cc3nsnc13)OC(C)C(C)O2,6,17,1.49,251.0728477
405,CCNc1c2c(cc3nsnc13)OC(C)C2,4,16,1.19,235.077933
406,CCN1c2cc3nsnc3c(OC)c2N(C)C1OC,8,19,1.25,280.0993968
408,CNc1c2c(c(C)c3nsnc13)OC(C(C)C)CO2,6,19,1.45,279.1041478
409,Cc1c2c(cc3nsnc13)OC(C)C2C,4,15,1.59,220.067034
410,CCNc1c2c(cc3nsnc13)OC(C(C)C)CO2,5,19,1.42,279.1041478
411,CCOc1cc2nsnc2c2c1OCCN2,3,16,1.33,237.0571976
412,CCCCN1CN(CC)c2cc3nsnc3c(NC)c21,6,20,1.08,291.1517667
413,CCNc1c2c(cc3nsnc13)OCC(C(C)C)O2,4,19,1.43,279.1041478
414,CCCCN1CN(CC)c2c1cc1nsnc1c2NC,6,20,1.14,291.1517667
415,CCNc1c2c(c(C)c3nsnc13)OCC(C)O2,6,18,1.38,265.0884977
416,CCCNc1c2c(cc3nsnc13)OCC(CC)O2,5,19,1.36,279.1041478
417,CCC1Oc2c(cc3nsnc3c2C)OC1C,6,17,1.59,250.0775987
418,Cc1c2c(cc3nsnc13)OC(C)C2,4,14,1.44,206.0513839
419,CCCCNc1c2c(cc3nsnc13)N(C)CN2CC,6,20,1.11,291.1517667
420,CNc1cc2c(c3nsnc13)CCCCO2,4,16,1.32,235.077933
421,CCCNc1c2c(cc3nsnc13)N(CCC)CN2C,6,20,1.14,291.1517667
422,CCC1Cc2c(cc3nsnc3c2C)O1,4,15,1.44,220.067034
423,CCCNc1c2c(cc3nsnc13)OCC(C)O2,4,18,1.32,265.0884977
424,CCNc1c2c(c(C)c3nsnc13)OCC2,6,16,1.39,235.077933
425,CCOc1cc2nsnc2c(NC)c1OC,6,16,1.51,239.0728477
426,CCCN1CN(CC)c2c1cc1nsnc1c2NC,6,19,1.16,277.1361166
427,CCN1CN(CC(C)C)c2cc3nsnc3c(NC)c21,6,20,1.09,291.1517667
428,CNc1c2c(cc3nsnc13)OC(C(C)C)CO2,5,18,1.42,265.0884977
429,COc1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,19,1.15,278.1201322
430,CCC(C)Nc1c2c(cc3nsnc13)N(CC)CN2C,6,20,1.24,291.1517667
431,CCCNc1c2c(cc3nsnc13)C1CCC2C1,2,18,1.58,259.1143185
432,CNc1c2c(cc3nsnc13)N(C)CN2C,6,16,1.27,235.0891664
433,CCCNc1c2c(c(CC)c3nsnc13)OCCO2,4,19,1.43,279.1041478
434,CCC1Oc2cc3nsnc3c(C)c2OC1CC,6,18,1.33,264.0932488
435,CCCN1CN(CCOC)c2cc3nsnc3cc21,5,19,1.02,278.1201322
436,CCc1c2c(c(NC)c3nsnc13)OCC(C)O2,6,18,1.44,265.0884977
437,CC1(C)CNc2c1c1c(c3nsnc23)CCO1,4,17,1.44,247.077933
438,CCc1c2c(c(NC)c3nsnc13)OC(C)CO2,6,18,1.31,265.0884977
439,CCc1c(OC)cc(NC)c2nsnc12,6,15,1.39,223.077933
440,CNc1c2c(c(C)c3nsnc13)OC(C)CO2,6,17,1.44,251.0728477
441,CCCCNc1cc(OC)cc2nsnc12,4,16,1.33,237.0935831
442,CCC1Cc2cc3nsnc3c(C)c2O1,4,15,1.49,220.067034
443,CNc1cc2c(c3nsnc13)C(C)(C)CO2,4,16,1.39,235.077933
444,CC(C)Nc1c2c(cc3nsnc13)N(C)CN2C,6,18,1.02,263.1204665
445,CCCNc1c2c(cc3nsnc13)N(CC)CN2C,6,19,1.05,277.1361166
446,CCC1COc2c(c(OC)cc3nsnc23)O1,4,17,1.36,252.0568632
447,CCCC1Oc2cc3nsnc3c(NC)c2OC1C,6,19,1.43,279.1041478
448,CCC(C)N1CN(CC)c2cc3nsnc3c(OC)c21,6,20,1.27,292.1357823
449,CCCOc1cc(NC)c2nsnc2c1C,6,16,1.4,237.0935831
450,CCNc1c2c(c(CC)c3nsnc13)OCCO2,5,18,1.22,265.0884977
451,CCCCC1COc2c(cc3nsnc3c2NC)O1,4,19,1.45,279.1041478
452,CNc1cc2c(c3nsnc13)C(C)CO2,4,15,1.4,221.062283
453,CCCC1COc2c(c(NC)c3nsnc3c2C)O1,6,19,1.35,279.1041478
454,COc1cc2nsnc2c2c1OC(C)CO2,4,16,1.49,238.0412132
455,CCc1c2c(cc3nsnc13)OCC(C(C)C)O2,4,18,1.52,264.0932488
456,CCC1COc2c(c(NC)c3nsnc3c2C)O1,6,18,1.37,265.0884977
457,CCCCNc1c2c(c(C)c3nsnc13)OCCO2,4,19,1.36,279.1041478
458,COCCNc1c2c(cc3nsnc13)N(C)CN2C,7,19,1.11,279.1153812
459,CCCC1COc2c(cc3nsnc3c2NC)O1,4,18,1.42,265.0884977
460,CNc1c2c(cc3nsnc13)OCC(C(C)C)O2,5,18,1.4,265.0884977
461,CCCC1COc2cc3nsnc3c(NC)c2O1,4,18,1.45,265.0884977
462,CCCCNc1c2c(cc3nsnc13)OC(C)CO2,4,19,1.29,279.1041478
463,CC(C)C1Oc2cc3nsnc3cc2OC1C(C)C,4,19,1.43,278.1088988
464,CCOc1c(OC)cc2nsnc2c1NC,6,16,1.41,239.0728477
465,CNc1c2c(c(C)c3nsnc13)OCC(C)O2,6,17,1.44,251.0728477
466,CCCC1COc2cc3nsnc3c(NCC)c2O1,5,19,1.18,279.1041478
467,CC(C)CNc1c2c(cc3nsnc13)OCCO2,3,18,1.41,265.0884977
468,CNc1c2c(cc3nsnc13)OCC2OC,5,16,1.46,237.0571976
469,CCC(C)C1COc2c(cc3nsnc3c2NC)O1,4,19,1.39,279.1041478
470,CCCNc1c2c(cc3nsnc13)OCCO2,2,17,1.44,251.0728477
471,CCCCC1COc2cc3nsnc3c(NCC)c2O1,4,20,1.27,293.1197978
472,CNc1c2c(cc3nsnc13)OCC(CCOC)O2,5,19,1.4,281.0834123
473,CCNc1c2c(c(C)c3nsnc13)N(C)CN2C,8,18,1.04,263.1204665
474,CNc1c2c(cc3nsnc13)OCC(CC(C)C)O2,4,19,1.5,279.1041478
475,CCC1Oc2cc3nsnc3c(NC)c2OC1CC,6,19,1.39,279.1041478
476,CCc1c2c(c(NC)c3nsnc13)CCO2,6,16,1.26,235.077933
477,CCC1COc2cc3nsnc3c(NC)c2O1,4,17,1.41,251.0728477
478,CCC1COc2c(c(C)c3nsnc3c2NC)O1,6,18,1.38,265.0884977
479,CCCNc1c2c(c(C)c3nsnc13)OCCO2,4,18,1.39,265.0884977
480,Cc1c2c(cc3nsnc13)OCC2(C)C,4,15,1.47,220.067034
481,CC(C)c1c2c(cc3nsnc13)OCC2C,4,16,1.52,234.0826841
482,CCCC1Oc2cc3nsnc3c(C)c2OC1CC,6,19,1.56,278.1088988
483,CCC1COc2cc(NC)c3nsnc3c21,4,16,1.39,235.077933
484,CCNc1c2c(cc3nsnc13)OCCO2,3,16,1.27,237.0571976
485,CC(C)c1c2c(cc3nsnc13)OCC2,4,15,1.42,220.067034
486,CC(C)Oc1cc2nsnc2c2c1OCCN2,3,17,1.46,251.0728477
487,CCN1CCN(C)c2c1c(NC)c1nsnc1c2OC,8,20,1.41,293.1310312
488,CCCNc1c2c(c(C)c3nsnc13)N(C)CN2C,8,19,1.27,277.1361166
489,CCN1CN(CC(C)C)c2cc3nsnc3c(OC)c21,6,20,1.1,292.1357823
490,CNc1c2c(cc3nsnc13)OCC(C)O2,4,16,1.43,237.0571976
491,CCNc1c(N(C)CC)ccc2nsnc12,5,16,1.71,236.1095675
492,CNc1c2c(cc3nsnc13)OC(C)CO2,4,16,1.37,237.0571976
493,CCN1CN(CC)c2c1cc1nsnc1c2NC,6,18,1.21,263.1204665
494,CNc1c2c(c(C)c3nsnc13)OCC2,6,15,1.35,221.062283
495,CCCNc1c2c(cc3nsnc13)OCC2,4,16,1.21,235.077933
496,CCNc1c(N(C)C)ccc2nsnc12,5,15,1.56,222.0939174
497,CCN1CN(CCN(C)C)c2cc3nsnc3cc21,6,19,1.06,277.1361166
498,CCC(C)C1COc2cc3nsnc3c(NC)c2O1,4,19,1.39,279.1041478
499,CCCOc1c2c(c(CCC)c3nsnc13)C1CCC2C1,4,21,1.38,302.1452843
500,CCC1COc2c(cc3nsnc3c2NC)O1,5,17,1.43,251.0728477
501,c1cc2nsnc2c2c1CCCN2,2,13,1.48,191.0517183
502,CCNc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2C1,4,22,1.63,316.1721678
503,CCNc1c2c(c(OC(C)C)c3nsnc13)C1CCC2CC1,4,22,1.59,317.1561834
504,CCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,3,20,1.36,287.1456187
505,CCC(C)OCCc1c2c(cc3nsnc13)C1CCC2CC1,3,22,1.55,316.1609344
506,CC(C)c1c2c(cc3nsnc13)N(C)CCN2C,6,18,1.29,262.1252176
507,CNc1cc(OC)c(C)c2nsnc12,6,14,1.39,209.062283
509,CCN(C)c1c(OC)cc2nsnc2c1C,7,16,1.64,237.0935831
510,Cc1c2c(c(NC(C)C)c3nsnc13)OCCO2,5,18,1.15,265.0884977
511,CC1Cc2c(OC(C)C)cc3nsnc3c2N1,4,17,1.43,249.0935831
512,COc1c2c(c(C)c3nsnc13)CCC2,6,15,1.5,220.067034
513,COCCOCCc1c2c(cc3nsnc13)C1CCC2CC1,4,22,1.41,318.1401989
514,Cc1c2c(cc3nsnc13)OC(C(C)C)CO2,4,17,1.5,250.0775987
515,CCc1cc2nsnc2c2c1CCC([O-])=[NH+]2,4,16,1.71,233.062283
516,CCCN1CCCc2cc3nsnc3cc21,3,16,1.3,233.0986685
517,CN1CCc2c(ccc3nsnc23)C1,4,14,1.33,205.0673684
518,CCc1c2c(c(CCN(C)CC)c3nsnc13)C1CCC2C1,6,22,1.36,315.1769188
519,CCc1ccc(NC(C)C)c2nsnc12,4,15,1.46,221.0986685
520,CCCc1c2c(c(OC)c3nsnc13)OCCO2,4,18,1.44,266.0725133
521,Cc1cc2c(c3nsnc13)OCCN2C,4,15,1.44,221.062283
522,CCN1CN(C)c2c1c(OC)c1nsnc1c2OC,8,19,1.25,280.0993968
523,Cc1cc2nsnc2c2c1C(N(C)C)CO2,6,16,1.6,235.077933
524,C1COc2c3c(c4nsnc4c2N1)CCO3,3,16,1.39,235.0415475
525,CCN1CN(C)c2c1c(NC)c1nsnc1c2OC,8,19,1.09,279.1153812
526,Cc1cc(CC(C)C)c(C)c2nsnc12,6,15,1.52,220.1034195
527,CCN1CCN(CC)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],6,21,1.41,305.1310312
528,COc1cc2c(c3nsnc13)OC(C)CO2,4,16,1.51,238.0412132
529,CCCc1c2c(c(C(C)CC)c3nsnc13)C1CCC2C1,4,21,1.38,300.1660198
530,CCCc1cc2nsnc2c(C)c1CC,6,15,1.51,220.1034195
531,CC/C([O-])=[N+](\c1c2c(cc3nsnc13)C1CCC2CC1)C(C)C,3,23,1.63,329.1561834
532,CCCCc1c2c(c(CCOC)c3nsnc13)C1CCC2C1,5,22,1.34,316.1609344
533,CCOc1c2c(cc3nsnc13)OCC(C)O2,4,17,1.56,252.0568632
534,CCCCOc1c2c(c(CCC)c3nsnc13)C1CCC2CC1,4,23,1.5,330.1765845
535,CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,6,20,1.17,290.1565177
536,CCCc1c2c(c(CC)c3nsnc13)C1CCC2C1,4,19,1.29,272.1347196
537,CC/C([O-])=[NH+]\c1c2c(c(OC)c3nsnc13)OCCO2,4,20,1.69,295.0626769
538,CN1CCOCc2c1ccc1nsnc21,4,15,1.48,221.062283
539,COc1cc(C)c2nsnc2c1NC(C)C,6,16,1.24,237.0935831
541,CCCc1c(OC)cc(C)c2nsnc12,6,15,1.51,222.0826841
542,COc1cc2c(c3nsnc13)OCCO2,3,15,1.52,224.0255631
543,CCC(C)c1cc(C)c(OC)c2nsnc12,6,16,1.53,236.0983341
544,CCOc1ccc2nsnc2c1NC,4,14,1.51,209.062283
545,CN(C)CCN(C)c1cccc2nsnc12,5,16,1.45,236.1095675
546,COc1c(C)cc2nsnc2c1/[NH+]=C(\C)[O-],6,16,1.74,237.0571976
547,COc1cc2c(c3nsnc13)OCC2OC,5,16,1.76,238.0412132
548,COc1c2c(c(C)c3nsnc13)CCO2,6,15,1.47,222.0462986
549,CCc1c2c(c(CC)c3nsnc13)C1CCC2CC1,4,19,1.39,272.1347196
550,CCCCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,5,23,1.4,330.1878178
551,CN1CC(C)(C)c2c1ccc1nsnc21,3,15,1.49,219.0830184
552,CCOc1c2c(cc3nsnc13)N(C)CN2C(C)C,6,19,1.15,278.1201322
553,COc1cc2c(c3nsnc13)[N+](C)=C([O-])C2,5,16,1.65,235.0415475
554,CCCc1c2c(c(OC)c3nsnc13)N(C)CN2C,8,19,1.18,278.1201322
555,CCOC1N(C)c2cc3nsnc3cc2N1C,6,17,0.97,250.0888321
556,CCOc1c2c(c(OC)c3nsnc13)N(C)CCN2C,8,20,1.31,294.1150468
557,CCCCc1c2c(cc3nsnc13)N(C)CCN2C,6,19,1.28,276.1408676
558,CCCOc1c2c(cc3nsnc13)N(C)CCN2C,6,19,1.36,278.1201322
559,CNc1cc(CCOC)cc2nsnc12,5,15,1.49,223.077933
560,CCCc1c(C)cc(C)c2nsnc12,6,14,1.57,206.0877694
561,CC1CCc2c(c3c(c4nsnc24)NCC3)O1,4,17,1.39,247.077933
562,CCCCNc1c2c(cc3nsnc13)N(C)CCN2C,6,20,1.23,291.1517667
563,CCCC1Oc2ccc3nsnc3c2OC1C,3,17,1.61,250.0775987
564,CCOc1c2c(c(NC)c3nsnc13)N(C)CN2C,8,19,1.27,279.1153812
565,CC(C)Cc1cc2c(c3nsnc13)CCCO2,4,17,1.49,248.0983341
566,CNc1c2c(c(CCOC)c3nsnc13)OCCO2,6,19,1.42,281.0834123
567,CCCCNc1c2c(c(NCC)c3nsnc13)C1CCC2CC1,4,23,1.46,330.1878178
568,CC1COc2c(cc3nsnc3c2N(C)C)O1,6,17,1.46,251.0728477
569,CCc1cc2c(c3nsnc13)OCC(CC)O2,4,17,1.56,250.0775987
570,CCCCc1ccc(C(C)C)c2nsnc12,4,16,1.51,234.1190696
571,CCCOc1c2c(cc3nsnc13)OC(C)C2,4,17,1.51,250.0775987
572,CCCN1CCN(C)c2c1c(C)c1nsnc1c2CC,8,20,1.26,290.1565177
574,CCOc1cc2nsnc2c2c1CCC2,4,15,1.45,220.067034
575,CCc1c(OC)cc(N(C)C)c2nsnc12,7,16,1.33,237.0935831
576,CCc1cc2c(c3nsnc13)NCCO2,3,15,1.46,221.062283
577,CCC1COc2c1cc1nsnc1c2C,4,15,1.52,220.067034
578,CCOc1c2c(c(NC)c3nsnc13)OCC(C)O2,6,19,1.45,281.0834123
579,CCC(C)N1CCN(C(C)C)c2cc3nsnc3c(C)c21,6,21,1.33,304.1721678
580,c1cc2nsnc2c2c1OCCN2,1,13,1.52,193.0309828
581,CCCCN1CN(C)c2c1cc1nsnc1c2CCC,6,20,1.11,290.1565177
582,CCc1c2c(c(C)c3nsnc13)CC(C)C2,6,16,1.41,232.1034195
583,CCOCCN1CCN(C)c2cc3nsnc3c(OC)c21,7,21,1.35,308.1306969
584,Cc1c2c(cc3nsnc13)N(C)CCC2,5,15,1.32,219.0830184
585,CCC1Cc2c(C)cc3nsnc3c2[NH+]=C1[O-],4,17,1.67,247.077933
586,COc1cc2c(c3nsnc13)NCC(C)C2,4,16,1.46,235.077933
587,CC(C)COCCC1COc2cc3nsnc3cc2O1,3,20,1.65,294.1038134
588,Cc1cc2nsnc2c2c1OC(C(C)C)CO2,4,17,1.49,250.0775987
589,CCCc1ccc(/[NH+]=C(\C)[O-])c2nsnc12,4,16,1.72,235.077933
590,CCOc1c2c(cc3nsnc13)OCC(CC)O2,4,18,1.5,266.0725133
591,CC/C([O-])=[N+](/C)c1cccc2nsnc12,3,15,1.87,221.062283
592,CCc1c(N(C)C)ccc2nsnc12,5,14,1.46,207.0830184
593,Cc1cc2nsnc2c(OC(C)C)c1C,6,15,1.54,222.0826841
594,CCC1COc2cc3nsnc3c(NC(C)C)c2O1,4,19,1.27,279.1041478
595,Cc1cc(C(C)C)c2nsnc2c1C,6,14,1.5,206.0877694
597,Cc1c2c(c3nsnc3c1C)OCCC2,6,15,1.43,220.067034
598,COCCNc1c2c(cc3nsnc13)OC(C)CO2,5,19,1.45,281.0834123
599,CCC(C)N1CCN(C)c2cc3nsnc3cc21,4,18,1.23,262.1252176
600,COCCc1c2c(c(C)c3nsnc13)C1CCC2CC1,5,20,1.4,288.1296343
601,CCNc1ccc(CCOC)c2nsnc12,5,16,1.38,237.0935831
602,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,21,1.41,305.1310312
603,CCCCc1ccc2nsnc2c1C,4,14,1.53,206.0877694
604,COc1c2c(cc3nsnc13)OCC(C)O2,4,16,1.5,238.0412132
605,CCc1ccc(NC(C)CC)c2nsnc12,4,16,1.46,235.1143185
606,CC/[N+](=C(/C)[O-])c1c2c(c(OC)c3nsnc13)C1CCC2CC1,5,23,1.66,331.1354479
607,CCCOc1c2c(c(C)c3nsnc13)OCC(C)O2,6,19,1.49,280.0881634
608,CCCCN(CC)c1c2c(cc3nsnc13)C1CCC2C1,3,21,1.4,301.1612687
609,COc1c2c(cc3nsnc13)C1CCC2C1,2,16,1.49,232.067034
610,CCOCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,5,21,1.29,303.1405333
611,CCCCNc1cc2c(c3nsnc13)CCC2,4,17,1.43,247.1143185
612,C/C([O-])=[N+]1/CCC(C)c2ccc3nsnc3c21,3,17,1.76,247.077933
613,CCCc1c(C(C)C)ccc2nsnc12,4,15,1.61,220.1034195
614,CCN1CCN(CCOC)c2cc3nsnc3cc21,5,19,1.19,278.1201322
615,CCCc1c2c(cc3nsnc13)N(C)CN2C,6,17,1.13,248.1095675
616,CCOc1cc(OC)c2nsnc2c1CC,6,16,1.48,238.0775987
617,CCOc1c2c(cc3nsnc13)OC(C)CO2,4,17,1.56,252.0568632
618,C/C([O-])=[NH+]\c1cc2c(c3nsnc13)CC(C)O2,4,17,1.71,249.0571976
619,CNc1c2c(c(NCCOC)c3nsnc13)C1CCC2CC1,5,22,1.38,318.1514323
620,CCN(C)CCOc1c2c(cc3nsnc13)C1CCC2CC1,4,22,1.6,317.1561834
621,CN(C)c1c2c(cc3nsnc13)N(C)CC2,6,16,1.3,234.0939174
622,CCCc1c2c(c(NCCOC)c3nsnc13)C1CCC2CC1,5,23,1.41,331.1718334
623,COc1ccc(N(C)C)c2nsnc12,5,14,1.43,209.062283
624,CC/C([O-])=[NH+]\c1cc(OC)cc2nsnc12,4,16,1.7,237.0571976
625,CCN(c1c2c(c(C)c3nsnc13)C1CCC2CC1)C(C)C,5,22,1.34,315.1769188
626,Cc1cc2c(c3nsnc13)CC(C)C2,4,14,1.56,204.0721194
627,CCCc1c2c(cc3nsnc13)C1CCC2C1,2,17,1.42,244.1034195
628,CCOc1ccc2nsnc2c1/[NH+]=C(\C)[O-],4,16,1.71,237.0571976
629,CC(C)C/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,2,22,1.65,315.1405333
630,COc1c(C)c(CC(C)C)cc2nsnc12,6,16,1.58,236.0983341
631,CNc1ccc(/[N+](C)=C(\C)[O-])c2nsnc12,5,16,1.64,236.073182
632,Cc1c2c(c3nsnc3c1C)C(C)C(C)O2,6,16,1.5,234.0826841
633,CCN(C)c1cccc2nsnc12,3,13,1.66,193.0673684
634,CCOc1c(C)cc(OC)c2nsnc12,6,15,1.4,224.0619486
